UID,Symbol,Name,Half-lives in LB,Half-lives in M9
B1315,ycjS,ycjS putative dehydrogenase ,,5.3
B1316,ycjT,"ycjT orf, hypothetical protein ",8,
B1317,ycjU,ycjU putative beta-phosphoglucomutase ,,6.2
B1318,ycjV,ycjV putative ATP-binding component of a transport system ,,4.6
B1319,ompG,ompG outer membrane protein ,6.8,6.5
B1320,ycjW,ycjW putative LACI-type transcriptional regulator ,,5.4
B1321,ycjX,ycjX putative EC 2.1 enzymes ,7.6,4.4
B1322,ycjF,"ycjF orf, hypothetical protein ",5.1,6.2
B1323,tyrR,"tyrR transcriptional regulation of aroF, aroG, tyrA and aromatic amino acid transport ",2.6,3.3
B1324,tpx,tpx thiol peroxidase ,,10
B1325,ycjG,ycjG putative muconate cycloisomerase I (EC 5.5.-.-) ,,2.1
B1326,ycjI,ycjI putative carboxypeptidase ,5.3,3.7
B1327,B1327,"B1327 orf, hypothetical protein ",6.8,8.9
B1328,ycjZ,ycjZ putative transcriptional regulator LYSR-type ,7,
B1329,B1329,B1329 putative transport periplasmic protein ,2.6,5.9
B1330,B1330,"B1330 orf, hypothetical protein ",4.6,5.2
B1331,trs5_4,trs5_4 IS5 transposase ,,8.2
B1332,ynaJ,"ynaJ orf, hypothetical protein ",,8.4
B1333,ydaA,"ydaA orf, hypothetical protein ",,
B1334,fnr,"fnr transcriptional regulation of aerobic, anaerobic respiration, osmotic balance ",8.5,6.8
B1335,ogt,ogt O-6-alkylguanine-DNA/cysteine-protein methyltransferase ,,7.8
B1336,ydaH,ydaH putative pump protein (transport) ,,4.8
B1337,B1337,"B1337 orf, hypothetical protein ",,7.6
B1338,ydaJ,ydaJ putative aminohydrolase (EC 3.5.1.14) ,,6.7
B1339,ydaK,ydaK putative transcriptional regulator LYSR-type ,,5.9
B1340,ydaL,"ydaL orf, hypothetical protein ",6.4,7.1
B1341,B1341,"B1341 orf, hypothetical protein ",3.9,6.1
B1342,B1342,"B1342 orf, hypothetical protein ",,4.9
B1344,ydaO,"ydaO orf, hypothetical protein ",3.3,
B1345,B1345,B1345 putative transposase ,,5
B1346,ydaQ,"ydaQ orf, hypothetical protein ",3.9,5.8
B1347,ydaC,"ydaC orf, hypothetical protein ",5.7,4.9
B1348,lar,lar restriction alleviation and modification enhancement ,7.4,4
B1349,recT,"recT recombinase, DNA renaturation ",,5.7
B1350,recE,"recE exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific ",,7.3
B1351,racC,racC defective prophage rac; contains recE and oriJ ,11.1,5.5
B1352,ydaD,"ydaD orf, hypothetical protein ",,8.2
B1353,sieB,sieB phage superinfection exclusion protein ,,14
B1354,B1354,"B1354 orf, hypothetical protein ",6.9,9
B1355,B1355,"B1355 orf, hypothetical protein ",,6.5
B1356,ydaR,"ydaR orf, hypothetical protein ",6.4,6
B1357,ydaS,"ydaS orf, hypothetical protein ",,
B1358,ydaT,"ydaT orf, hypothetical protein ",,8.9
B1359,ydaU,"ydaU orf, hypothetical protein ",6.9,9.1
B1360,B1360,B1360 putative DNA replication factor ,,11.1
B1361,ydaW,"ydaW orf, hypothetical protein ",6.7,6.4
B1362,B1362,B1362 putative Rac prophage endopeptidase ,,
B1363,trkG,trkG trk system potassium uptake; part of Rac prophage ,4.1,7
B1364,B1364,"B1364 orf, hypothetical protein ",,6
B1365,B1365,"B1365 orf, hypothetical protein ",,8.2
B1366,ydaY,"ydaY orf, hypothetical protein ",6.4,7
B1367,B1367,"B1367 orf, hypothetical protein ",,5.1
B1368,B1368,B1368 putative alpha helix protein ,,9.1
B1369,B1369,"B1369 orf, hypothetical protein ",6.3,8.3
B1370,trs5_5,trs5_5 IS5 transposase ,,21.1
B1371,B1371,"B1371 orf, hypothetical protein ",,8.8
B1372,B1372,B1372 putative membrane protein ,,7.8
B1373,ynaC,"ynaC orf, hypothetical protein ",,6.8
B1374,B1374,B1374 putative transposon resolvase ,6.6,8
B1375,ynaE,"ynaE orf, hypothetical protein ",,6.2
B1376,ynaF,ynaF putative filament protein ,,5.2
B1377,B1377,B1377 putative outer membrane protein ,,7.7
B1378,ydbK,"ydbK putative oxidoreductase, Fe-S subunit ",7.8,3.7
B1379,hslJ,hslJ heat shock protein hslJ ,5,5
B1380,ldhA,"ldhA fermentative D-lactate dehydrogenase, NAD-dependent ",4.9,5.5
B1381,ydbH,"ydbH orf, hypothetical protein ",,5.8
B1382,ynbE,"ynbE orf, hypothetical protein ",5.1,6.2
B1383,ydbL,"ydbL orf, hypothetical protein ",,6.5
B1384,feaR,feaR regulatory protein for 2-phenylethylamine catabolism ,,6.4
B1385,feaB,feaB phenylacetaldehyde dehydrogenase ,,5.1
B1386,tynA,tynA copper amine oxidase (tyramine oxidase) ,5.7,8.8
B1387,maoC,maoC putative aldehyde dehydrogenase ,,8.9
B1388,ydbO,"ydbO orf, hypothetical protein ",6.9,7.3
B1389,ynbF,"ynbF orf, hypothetical protein ",6.7,8.7
B1390,ydbP,"ydbP orf, hypothetical protein ",7.5,11.4
B1391,B1391,"B1391 orf, hypothetical protein ",6.6,6.4
B1392,B1392,B1392 putative oxidoreductase ,,8.9
B1393,ydbS,ydbS putative enzyme ,,6
B1396,B1396,"B1396 orf, hypothetical protein ",4.4,6.3
B1397,B1397,B1397 putative acyltransferase ,8.2,3.9
B1398,B1398,"B1398 orf, hypothetical protein ",4.9,6.1
B1399,B1399,"B1399 orf, hypothetical protein ",5.4,6.5
B1400,B1400,B1400 putative transferase ,5,5.5
B1401,ydbA_1,ydbA_1 split orf ,,5.7
B1402,yi22_2,yi22_2 IS2 hypothetical protein ,3.4,2.2
B1403,yi21_2,yi21_2 IS2 hypothetical protein ,5.3,3.2
B1404,tra8_2,tra8_2 IS30 transposase ,,6.6
B1405,ydbA_2,ydbA_2 split orf ,,4.8
B1406,ydbC,ydbC putative dehydrogenase ,,6.4
B1407,ydbD,"ydbD orf, hypothetical protein ",,7.7
B1408,B1408,B1408 probable enzyme ,5,5.8
B1409,B1409,B1409 putative phosphatidate cytidiltransferase ,,4.7
B1410,B1410,"B1410 orf, hypothetical protein ",,12.1
B1411,ynbD,ynbD putative enzymes ,6.6,11.7
B1412,acpD,acpD acyl carrier protein phosphodiesterase ,3.5,5.5
B1413,hrpA,"hrpA helicase, ATP-dependent ",,7.6
B1414,ydcF,"ydcF orf, hypothetical protein ",,4
B1415,aldA,"aldA aldehyde dehydrogenase, NAD-linked ",15.6,5.7
B1416,gapC_2,gapC_2 glyceraldehyde-3-phosphate dehydrogenase (second fragment) ,2.6,2.9
B1417,gapC_1,"gapC_1 glyceraldehyde 3-phosphate dehydrogenase C, interrupted ",4.4,
B1418,cybB,cybB cytochrome b(561) ,4.2,8
B1419,ydcA,"ydcA orf, hypothetical protein ",7.6,7.3
B1420,B1420,"B1420 orf, hypothetical protein ",7.3,9.5
B1421,trg,"trg methyl-accepting chemotaxis protein III, ribose sensor receptor ",5.1,8.7
B1422,B1422,B1422 putative transcriptional regulator LYSR-type ,3.4,2.8
B1425,B1425,"B1425 orf, hypothetical protein ",,
B1426,ydcH,"ydcH orf, hypothetical protein ",,6.6
B1427,rimL,rimL acetylation of N-terminal serine of 30S ribosomal subunit protein L7; acetyl transferase ,9.4,4.4
B1428,B1428,"B1428 orf, hypothetical protein ",,5
B1429,tehA,tehA tellurite resistance ,6.2,4
B1430,tehB,tehB tellurite resistance ,,7.3
B1431,B1431,"B1431 orf, hypothetical protein ",5.1,4.3
B1433,B1433,B1433 putative membrane transport protein ,,7.2
B1434,ydcN,"ydcN orf, hypothetical protein ",,8.6
B1435,ydcP,ydcP putative collagenase ,3.5,6.6
B1436,B1436,"B1436 orf, hypothetical protein ",3.5,8.9
B1437,B1437,"B1437 orf, hypothetical protein ",8.4,4.8
B1438,B1438,"B1438 orf, hypothetical protein ",7.4,4.8
B1439,B1439,B1439 multi modular; putative transcriptional regulator; also putative ATP-binding component of a transport system ,,
B1440,B1440,B1440 putative transport protein ,,5.7
B1441,B1441,B1441 putative ATP-binding component of a transport system ,,5.1
B1442,B1442,B1442 putative transport system permease protein ,,6.5
B1443,B1443,B1443 putative transport system permease protein ,,7.2
B1444,B1444,B1444 putative aldehyde dehydrogenase ,10.2,
B1445,B1445,"B1445 orf, hypothetical protein ",8.5,10.6
B1446,B1446,"B1446 orf, hypothetical protein ",5.9,4.4
B1447,B1447,"B1447 orf, hypothetical protein ",,4.6
B1448,B1448,B1448 putative resistance protein ,5.6,3.7
B1449,yncB,yncB putative oxidoreductase ,,3.8
B1450,B1450,"B1450 orf, hypothetical protein ",,4.5
B1452,B1452,B1452 putative receptor ,4.8,7.2
B1453,ansP,ansP L-asparagine permease ,,4.4
B1454,B1454,B1454 putative transferase ,,2.5
B1455,B1455,"B1455 orf, hypothetical protein ",,4.7
B1456,rhsE,rhsE rhsE protein in rhs element ,,7.3
B1457,ydcD,"ydcD orf, hypothetical protein ",10.5,5.6
B1458,B1458,"B1458 orf, hypothetical protein ",4.2,6.8
B1460,ydcC,ydcC putative receptor ,,9.2
B1461,ydcE,"ydcE orf, hypothetical protein ",,4.4
B1462,B1462,"B1462 orf, hypothetical protein ",,4.6
B1463,B1463,B1463 putative N-hydroxyarylamine O-acetyltransferase ,,10.7
B1464,yddE,"yddE orf, hypothetical protein ",,4
B1465,narV,"narV cryptic nitrate reductase 2, gamma subunit ",,6.2
B1466,narW,"narW cryptic nitrate reductase 2, delta subunit, assembly function ",5.6,7.5
B1467,narY,"narY cryptic nitrate reductase 2, beta subunit ",,6.9
B1468,narZ,"narZ cryptic nitrate reductase 2, alpha subunit ",5.2,5.8
B1469,narU,narU nitrite extrusion protein 2 ,,5.9
B1470,B1470,"B1470 orf, hypothetical protein ",8.2,5.6
B1471,B1471,B1471 putative glycoportein ,,7.8
B1473,yddG,"yddG orf, hypothetical protein ",,5.2
B1474,fdnG,"fdnG formate dehydrogenase-N, nitrate-inducible, alpha subunit ",5.3,7
B1475,fdnH,"fdnH formate dehydrogenase-N, nitrate-inducible, iron-sulfur beta subunit ",3.7,8.4
B1476,fdnI,"fdnI formate dehydrogenase-N, nitrate-inducible, cytochrome B556(Fdn) gamma subunit ",,6.2
B1477,yddM,"yddM orf, hypothetical protein ",7.6,4.4
B1478,adhP,adhP alcohol dehydrogenase ,6.7,31.4
B1479,sfcA,sfcA NAD-linked malate dehydrogenase (malic enzyme) ,6.4,2.8
B1480,rpsV,rpsV 30S ribosomal subunit protein S22 ,6.6,
B1482,osmC,osmC osmotically inducible protein ,,7.5
B1483,B1483,B1483 putative ATP-binding component of a transport system ,10.6,11.5
B1484,B1484,B1484 putative ATP-binding component of a transport system ,10.7,4.6
B1485,B1485,B1485 putative transport protein ,,6.7
B1486,B1486,B1486 putative transport system permease protein ,,5
B1487,B1487,B1487 putative hemin-binding lipoprotein ,,8.9
B1488,B1488,"B1488 orf, hypothetical protein ",7.5,5.2
B1489,B1489,B1489 putative enzyme ,,2.1
B1490,B1490,"B1490 orf, hypothetical protein ",4.3,3
B1491,B1491,"B1491 orf, hypothetical protein ",7.7,4.5
B1492,xasA,"xasA acid sensitivity protein, putative transporter ",6.3,8.5
B1493,gadB,gadB glutamate decarboxylase isozyme ,,11.6
B1494,pqqL,pqqL putative peptidase ,5.7,6.9
B1495,yddB,"yddB orf, hypothetical protein ",4,4.5
B1496,yddA,yddA putative ATP-binding component of a transport system ,,6.2
B1497,B1497,B1497 putative enzyme ,6.1,9.8
B1498,B1498,B1498 putative sulfatase ,,4.3
B1499,B1499,B1499 putative ARAC-type regulatory protein ,,5.8
B1500,B1500,"B1500 orf, hypothetical protein ",6.6,6.1
B1502,B1502,B1502 putative adhesin; similar to FimH protein ,6,8.2
B1503,B1503,B1503 putative fimbrial-like protein ,,8.5
B1504,B1504,B1504 putative fimbrial-like protein ,,6.8
B1505,B1505,B1505 putative outer membrane protein ,4.7,6
B1506,B1506,"B1506 orf, hypothetical protein ",9.1,7.4
B1507,hipA,"hipA persistence to inhibition of murein or DNA biosynthesis, DNA-binding regulator ",6.9,4.7
B1508,hipB,hipB persistence to inhibition of murein or DNA biosynthesis; regulatory protein ,6.9,6.2
B1509,B1509,B1509 putative ATP-binding component of a transport system and adhesin protein ,,5.7
B1510,ydeK,"ydeK orf, hypothetical protein ",8.4,8.6
B1511,ydeV,ydeV putative kinase ,,4.8
B1512,ydeW,"ydeW putative transcriptional regulator, sorC family ",,11.1
B1513,B1513,B1513 putative ATP-binding component of a transport system ,,7.3
B1514,ydeY,ydeY putative transport system permease protein ,,9.6
B1515,ydeZ,ydeZ putative transport system permease protein ,,8.6
B1516,B1516,B1516 putative LACI-type transcriptional regulator ,7.6,6.1
B1517,yneB,"yneB orf, hypothetical protein ",,5
B1518,B1518,"B1518 orf, hypothetical protein ",7.2,5.2
B1519,B1519,B1519 putative enzyme ,5.4,4.2
B1521,uxaB,uxaB altronate oxidoreductase ,,
B1523,B1523,"B1523 orf, hypothetical protein ",,4.5
B1524,yneH,yneH putative glutaminase ,,4
B1525,B1525,B1525 putative aldehyde dehydrogenase ,,4.5
B1526,yneJ,yneJ putative transcriptional regulator LYSR-type ,4.4,5.5
B1527,B1527,"B1527 orf, hypothetical protein ",5.5,5.5
B1528,ydeA,ydeA putative resistance / regulatory protein ,6.2,5
B1529,ydeB,"ydeB orf, hypothetical protein ",5,3.9
B1530,marR,marR multiple antibiotic resistance protein; repressor of mar operon ,,5.8
B1531,marA,marA multiple antibiotic resistance; transcriptional activator of defense systems ,4.7,5
B1532,marB,marB multiple antibiotic resistance protein ,5.6,6
B1533,ydeD,"ydeD orf, hypothetical protein ",6.5,3.5
B1534,ydeF,ydeF putative transport protein ,,9.6
B1535,ydeH,"ydeH orf, hypothetical protein ",,3.7
B1538,dcp,dcp dipeptidyl carboxypeptidase II ,7.6,4.4
B1539,ydfG,ydfG putative oxidoreductase ,6.6,4.9
B1540,ydfH,"ydfH orf, hypothetical protein ",,4.2
B1541,B1541,"B1541 orf, hypothetical protein ",,5.3
B1542,ydfI,ydfI putative oxidoreductase ,,12.6
B1543,B1543,B1543 putative transport protein ,,8.8
B1544,ydfK,"ydfK orf, hypothetical protein ",,4.7
B1545,B1545,"B1545 orf, hypothetical protein ",,4.6
B1546,ydfM,"ydfM orf, hypothetical protein ",6.1,5.7
B1547,B1547,"B1547 orf, hypothetical protein ",4.2,6.8
B1548,nohA,nohA homolog of Qin prophage packaging protein NU1 ,,12.5
B1549,ydfO,"ydfO orf, hypothetical protein ",8.6,5.2
B1550,B1550,"B1550 orf, hypothetical protein ",,5.7
B1551,B1551,"B1551 orf, hypothetical protein ",7.4,5.2
B1552,cspI,cspI cold shock-like protein ,5.5,5.8
B1553,B1553,"B1553 orf, hypothetical protein ",6.3,6.5
B1554,B1554,B1554 putative lysozyme ,6.9,6.1
B1555,B1555,"B1555 orf, hypothetical protein ",6.1,5.6
B1556,B1556,"B1556 orf, hypothetical protein ",,4
B1557,cspB,cspB cold shock protein; may affect transcription ,,7.6
B1558,cspF,cspF cold shock protein ,11.4,3.3
B1559,B1559,"B1559 orf, hypothetical protein ",11.8,7.4
B1560,B1560,"B1560 orf, hypothetical protein ",,6.1
B1561,rem,"rem orf, hypothetical protein ",13.2,5.3
B1562,relF,relF polypeptide destructive to membrane potential ,,8.2
B1563,relE,"relE orf, hypothetical protein ",,6.4
B1564,relB,relB negative regulator of translation ,,5
B1565,B1565,"B1565 orf, hypothetical protein ",6.3,5
B1566,flxA,"flxA orf, hypothetical protein ",,5.2
B1567,B1567,"B1567 orf, hypothetical protein ",8.6,5
B1568,B1568,"B1568 orf, hypothetical protein ",9,5.9
B1569,dicC,dicC regulator of dicB ,4.4,9.6
B1570,dicA,dicA regulator of dicB ,,3.2
B1571,ydfA,"ydfA orf, hypothetical protein ",8,7
B1572,ydfB,"ydfB orf, hypothetical protein ",4.4,5.2
B1573,ydfC,"ydfC orf, hypothetical protein ",,6.9
B1575,dicB,dicB inhibition of cell division ,5.4,9
B1576,ydfD,"ydfD orf, hypothetical protein ",6.9,5.9
B1577,ydfE,"ydfE orf, hypothetical protein ",6,5.9
B1578,B1578,"B1578 orf, hypothetical protein ",4.6,2.7
B1579,B1579,B1579 putative transposase ,6.6,23.4
B1580,rspB,rspB starvation sensing protein ,,4.1
B1581,rspA,rspA starvation sensing protein ,,7.9
B1582,B1582,"B1582 orf, hypothetical protein ",16.3,17
B1583,B1583,"B1583 orf, hypothetical protein ",,2.9
B1584,speG,speG spermidine N1-acetyltransferase ,2.7,4.3
B1585,ynfC,"ynfC orf, hypothetical protein ",,5.2
B1586,B1586,"B1586 orf, hypothetical protein ",,3.9
B1589,B1589,"B1589 putative oxidoreductase, Fe-S subunit ",8.9,7.5
B1590,B1590,B1590 putative DMSO reductase anchor subunit ,5.5,4.5
B1591,B1591,B1591 putative oxidoreductase component ,,5.2
B1592,B1592,B1592 putative chloride channel ,6.6,4.2
B1593,B1593,"B1593 orf, hypothetical protein ",6,4.9
B1594,mlc,mlc putative NAGC-like transcriptional regulator ,2.7,5.5
B1596,ynfM,ynfM putative transport protein ,,4.8
B1597,asr,asr acid shock protein ,8.7,6.6
B1598,B1598,"B1598 orf, hypothetical protein ",10,6.2
B1599,B1599,B1599 possible chaperone ,7.2,5.9
B1600,B1600,B1600 possible chaperone ,13.1,18.4
B1601,B1601,B1601 putative transport protein ,6.8,9.5
B1602,pntB,"pntB pyridine nucleotide transhydrogenase, beta subunit ",4.6,5.1
B1603,pntA,"pntA pyridine nucleotide transhydrogenase, alpha subunit ",11.4,5.9
B1604,B1604,"B1604 orf, hypothetical protein ",2.6,2
B1605,B1605,B1605 putative arginine/ornithine antiporter ,,5.6
B1606,ydgB,ydgB putative oxidoreductase ,5.6,3.5
B1607,ydgC,"ydgC orf, hypothetical protein ",,4
B1608,rstA,rstA response transcriptional regulatory protein (RstB sensor) ,2.8,3.9
B1609,rstB,rstB sensor histidine protein kinase (RstA regulator) ,3.5,5.2
B1610,tus,tus DNA-binding protein; inhibition of replication at Ter sites ,5,4
B1612,fumA,fumA fumarase A = fumarate hydratase Class I; aerobic isozyme ,4.5,5.7
B1613,manA,manA mannose-6-phosphate isomerase ,,3.6
B1614,ydgA,"ydgA orf, hypothetical protein ",2.8,2.2
B1615,uidC,uidC membrane-associated protein ,,7.5
B1616,uidB,uidB glucuronide permease ,7.6,7.2
B1617,uidA,uidA Beta-D-glucuronidase ,,9.8
B1618,uidR,uidR repressor for uid operon ,,6.3
B1620,malI,malI repressor of malX and Y genes ,,12.2
B1621,malX,"malX PTS system, maltose and glucose-specific II ABC ",,4.1
B1622,malY,"malY enzyme that may degrade or block biosynthesis of endogenous mal inducer, probably aminotrasferase ",5.5,
B1623,add,add adenosine deaminase ,4.5,3.7
B1624,B1624,"B1624 orf, hypothetical protein ",4,3
B1625,B1625,"B1625 orf, hypothetical protein ",,4.6
B1626,B1626,"B1626 orf, hypothetical protein ",,4.3
B1627,B1627,"B1627 orf, hypothetical protein ",,3.6
B1628,B1628,"B1628 orf, hypothetical protein ",5.9,4.1
B1629,B1629,B1629 putative membrane protein ,,2.9
B1630,ydgO,"ydgO orf, hypothetical protein ",3.1,3.8
B1631,B1631,"B1631 orf, hypothetical protein ",,4.4
B1632,ydgQ,"ydgQ orf, hypothetical protein ",6.7,5.7
B1633,nth,nth endonuclease III; specific for apurinic and/or apyrimidinic sites ,,8.8
B1634,ydgR,ydgR putative transport protein ,3.3,7.7
B1635,gst,gst glutathionine S-transferase ,5.6,3.8
B1636,pdxY,pdxY pyridoxal kinase 2 / pyridoxine kinase ,4.8,3.1
B1637,tyrS,tyrS tyrosine tRNA synthetase ,2.4,2
B1638,pdxH,pdxH pyridoxinephosphate oxidase ,,3.9
B1639,ydhA,"ydhA orf, hypothetical protein ",5.1,8.6
B1640,B1640,"B1640 orf, hypothetical protein ",3.9,3.7
B1641,slyB,slyB putative outer membrane protein ,2.7,6.8
B1642,slyA,slyA transcriptional regulator for cryptic hemolysin ,,3.5
B1643,B1643,"B1643 orf, hypothetical protein ",4.2,5
B1644,B1644,B1644 putative membrane protein ,,5.5
B1645,B1645,"B1645 orf, hypothetical protein ",4.9,5
B1646,sodC,sodC superoxide dismutase precursor (Cu-Zn) ,5.7,8.7
B1647,B1647,"B1647 orf, hypothetical protein ",3.5,3.5
B1648,B1648,"B1648 orf, hypothetical protein ",7.8,7.8
B1649,B1649,"B1649 orf, hypothetical protein ",5.7,6.8
B1650,nemA,nemA N-ethylmaleimide reductase ,13.9,5.9
B1651,gloA,gloA lactoylglutathione lyase ,6.4,4.2
B1652,rnt,"rnt RNase T, degrades tRNA ",6.1,6.3
B1653,lhr,lhr member of ATP-dependent helicase superfamily II ,5.6,3.9
B1654,ydhD,"ydhD orf, hypothetical protein ",5.4,3.9
B1655,ydhO,ydhO putative lipoprotein ,,4.2
B1656,sodB,"sodB superoxide dismutase, iron ",,8.8
B1657,B1657,B1657 putative transport protein ,2.4,5.5
B1658,purR,"purR transcriptional repressor for pur regulon, glyA, glnB, prsA, speA ",,3.5
B1659,ydhB,ydhB putative transcriptional regulator LYSR-type ,3.5,5.6
B1660,ydhC,ydhC putative transport protein ,,7.3
B1661,cfa,cfa cyclopropane fatty acyl phospholipid synthase ,,9.8
B1663,ydhE,ydhE putative transport protein ,,3.5
B1664,B1664,B1664 possible enzyme ,7.9,2.4
B1667,B1667,"B1667 orf, hypothetical protein ",,9
B1668,B1668,"B1668 orf, hypothetical protein ",4.4,2.8
B1669,B1669,"B1669 orf, hypothetical protein ",4.6,4.9
B1670,ydhU,"ydhU orf, hypothetical protein ",,4.4
B1671,B1671,"B1671 putative oxidoreductase, Fe-S subunit ",4.4,5.2
B1672,B1672,"B1672 orf, hypothetical protein ",,8.6
B1673,B1673,"B1673 orf, hypothetical protein ",,6.2
B1674,B1674,"B1674 putative oxidoreductase, Fe-S subunit ",,5.5
B1675,B1675,"B1675 orf, hypothetical protein ",5.9,6.3
B1676,pykF,"pykF pyruvate kinase I (formerly F), fructose stimulated ",3.1,4.6
B1677,lpp,lpp murein lipoprotein ,,14.1
B1678,ynhG,"ynhG orf, hypothetical protein ",4.5,4.3
B1679,ynhA,"ynhA orf, hypothetical protein ",5.7,3.7
B1680,B1680,"B1680 orf, hypothetical protein ",5.4,1.9
B1681,ynhC,"ynhC orf, hypothetical protein ",3,1.5
B1682,ynhD,ynhD putative ATP-binding component of a transport system ,4.3,2.4
B1683,ynhE,"ynhE orf, hypothetical protein ",3,1.6
B1684,ydiC,"ydiC orf, hypothetical protein ",3.7,2.2
B1685,B1685,"B1685 orf, hypothetical protein ",,7.6
B1686,B1686,"B1686 orf, hypothetical protein ",3.6,2.8
B1687,ydiJ,ydiJ putative oxidase ,3.1,
B1688,B1688,"B1688 orf, hypothetical protein ",3.6,3.8
B1689,B1689,"B1689 orf, hypothetical protein ",,5.7
B1690,B1690,B1690 putative transport system permease protein ,,9.7
B1691,B1691,B1691 putative amino acid/amine transport protein ,,6.6
B1692,ydiB,ydiB putative oxidoreductase ,,8.6
B1693,aroD,aroD 3-dehydroquinate dehydratase ,,6.4
B1694,ydiF,ydiF putative enzyme ,,7.3
B1695,B1695,B1695 putative oxidoreductase ,6.1,8.5
