e14 prophage; predicted inner membrane protein	G6583-MONOMER					(ymfE)	(G6583)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted integrase	EG12370-MONOMER					(intE)	(EG12370)	
e14 prophage; predicted protein	G6587-MONOMER					(ymfI)	(G6587)	
e14 prophage; predicted protein	G6586-MONOMER					(ymfH)	(G6586)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted protein	G6598-MONOMER					(ymfS)	(G6598)	
e14 prophage; predicted protein	G6588-MONOMER					(ymfJ)	(G6588)	
e14 prophage; predicted protein	G6594-MONOMER					(ymfR)	(G6594)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted protein	EG12877-MONOMER					(ycfK)	(EG12877)	
e14 prophage; predicted protein	G6592-MONOMER					(ymfM)	(G6592)	
e14 prophage; predicted repressor protein	G6589-MONOMER					(ymfK)	(G6589)	
e14 prophage; predicted SAM-dependent methyltransferase	G6582-MONOMER					(ymfD)	(G6582)	
e14 prophage; predicted side tail fiber protein fragment	G6599-MONOMER					(stfE)	(G6599)	
e14 prophage; predicted tail fiber assembly protein	EG11120-MONOMER					(tfaE)	(EG11120)	
e14 prophage; site-specific DNA recombinase	EG10737-MONOMER					(pinE)	(EG10737)	
E3 monomer	E3-MONOMER					(lpd)	(EG10543)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
EbgR DNA-binding transcriptional repressor	PD03254					(ebgR)	(EG10254)	((cytosol, CCO-CYTOSOL))
ecotin homodimer; serine protease inhibitor	CPLX0-1441							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ecotin monomer; serine protease inhibitor	EG10255-MONOMER					(eco)	(EG10255)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
Eda	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER					(eda)	(EG10256)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
EF-P-Lys34 hydroxylase	G7201-MONOMER					(epmC)	(G7201)	
EF-P-lysine lysyltransferase	EG11211-MONOMER					(epmA)	(EG11211)	((cytosol, CCO-CYTOSOL))
EF-P-lysine lysyltransferase	CPLX0-7889							
EfeB dimer	CPLX0-7810							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
EfeU/EfeO/EfeB ferrous iron transporter; cryptic	CPLX0-7644							
elongation factor 4	EG10529-MONOMER					(lepA)	(EG10529)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
elongation factor G	EG10360-MONOMER					(fusA)	(EG10360)	((cytosol, CCO-CYTOSOL))
elongation factor Tu	EG11036-MONOMER					(tufA)	(EG11036)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
elongation factor Tu	EG11037-MONOMER					(tufB)	(EG11037)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EmrAB-TolC multidrug efflux transport system	CPLX0-2121							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
EmrAB-TolC multidrug efflux transport system - membrane fusion protein	EG11354-MONOMER					(emrA)	(EG11354)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EmrAB-TolC multidrug efflux transport system - membrane subunit	EMRB-MONOMER					(emrB)	(EG11439)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EmrE	EMRE-MONOMER					(emrE)	(EG10629)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EmrKY putative multidrug efflux transporter - membrane subunit	EMRY-MONOMER					(emrY)	(EG13283)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EmrKY-TolC multidrug efflux transport system	CPLX0-2161							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
EmrKY-TolC multidrug efflux transport system - membrane fusion protein	G7233-MONOMER					(emrK)	(G7233)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
endo-1,4-D-glucanase	EG12258-MONOMER					(bcsZ)	(EG12258)	((extracellular space, CCO-EXTRACELLULAR))
endochitinase	EG11237-MONOMER					(chiA)	(EG11237)	((extracellular space, CCO-EXTRACELLULAR) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
endodeoxyribonuclease RUS (Holliday junction resolvase)	G6306-MONOMER					(rusA)	(G6306)	((cytosol, CCO-CYTOSOL))
endonuclease III; specific for apurinic and/or apyrimidinic sites	EG10662-MONOMER					(nth)	(EG10662)	((cytosol, CCO-CYTOSOL))
endonuclease IV	EG10651-MONOMER					(nfo)	(EG10651)	
endonuclease of nucleotide excision repair	G6937-MONOMER					(cho)	(G6937)	
endonuclease V  (deoxyinosine 3'-endonuclease)	EG11915-MONOMER					(nfi)	(EG11915)	((cytosol, CCO-CYTOSOL))
endonuclease VIII	G6383-MONOMER					(nei)	(G6383)	((cytosol, CCO-CYTOSOL))
Eno	ENOLASE-MONOMER					(eno)	(EG10258)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE) (extracellular space, CCO-EXTRACELLULAR) (cytoskeleton, CCO-CYTOSKELETON))
enolase	ENOLASE-CPLX							
enoyl-[acyl-carrier-protein] reductase	ENOYL-ACP-REDUCT-NADH-MONOMER					(fabI)	(EG11528)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
EntA	ENTA-MONOMER					(entA)	(EG10259)	
EntB isochorismatase / aryl-carrier protein	ENTB-CPLX	(apo-EntB multimer)	(APO-ENTB)	(aryl-EntB)	(CPLX0-7849)			
EntB monomer	ENTB-MONOMER					(entB)	(EG10260)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
EntE	ENTE-MONOMER					(entE)	(EG10263)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
entericidin A, antidote to lipoprotein entericidin B	MONOMER0-1562					(ecnA)	(G0-41)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
entericidin B	MONOMER0-1563					(ecnB)	(G0-9562)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
entericidin toxin-antitoxin complex	ECNAB-CPLX							
Enterobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	EG11295-MONOMER					(wzzE)	(EG11295)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Enterobacterial Common Antigen Biosynthesis Protein Complex	CPLX0-3976							
enterobactin efflux transporter EntS	YBDA-MONOMER					(entS)	(EG11104)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
enterobactin synthase	ENTMULTI-CPLX							
enterochelin esterase	EG10299-MONOMER					(fes)	(EG10299)	((cytosol, CCO-CYTOSOL))
EntS-TolC Enterobactin Efflux Transport System	CPLX0-5							
EnvC murein hydrolase	EG12297-MONOMER					(envC)	(EG12297)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
EnvR DNA-binding transcriptional repressor	EG11741-MONOMER					(envR)	(EG11741)	((cytosol, CCO-CYTOSOL))
EnvY DNA-binding transcriptional activator	PD00969					(envY)	(EG10268)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
EnvZ	ENVZ-MONOMER					(envZ)	(EG10269)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EnvZ sensory histidine kinase	ENVZ-CPLX			(EnvZ sensory histidine kinase - phosphorylated)	(PHOSPHO-ENVZ)			((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EnvZ sensory histidine kinase - phosphorylated	PHOSPHO-ENVZ	(EnvZ sensory histidine kinase)	(ENVZ-CPLX)					
enzyme with tRNA 2'-phosphotransferase activity	G7928-MONOMER					(kptA)	(G7928)	((cytosol, CCO-CYTOSOL))
Epd	ERYTH4PDEHYDROG-MONOMER					(epd)	(EG10368)	((cytosol, CCO-CYTOSOL))
epoxyqueuosine reductase	G7843-MONOMER					(queG)	(G7843)	((cytosol, CCO-CYTOSOL))
erythronate-4-phosphate dehydrogenase	ERYTHRON4PDEHYDROG-MONOMER					(pdxB)	(G0-9461)	((cytosol, CCO-CYTOSOL))
erythrose 4-phosphate dehydrogenase	ERYTH4PDEHYDROG-CPLX							
essential cell division protein FtsA	EG10339-MONOMER					(ftsA)	(EG10339)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsB	G7424-MONOMER					(ftsB)	(G7424)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsI; penicillin-binding protein 3	EG10341-MONOMER					(ftsI)	(EG10341)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsK	G6464-MONOMER					(ftsK)	(G6464)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsL	EG11086-MONOMER					(ftsL)	(EG11086)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsN	EG11529-MONOMER					(ftsN)	(EG11529)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsQ	EG10342-MONOMER					(ftsQ)	(EG10342)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsW; lipid II flippase	EG10344-MONOMER					(ftsW)	(EG10344)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential cell division protein FtsZ	EG10347-MONOMER					(ftsZ)	(EG10347)	((cytosol, CCO-CYTOSOL))
essential cell division protein ZipA	G7258-MONOMER					(zipA)	(G7258)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
essential respiratory protein A	EG12332-MONOMER					(erpA)	(EG12332)	
essential respiratory protein A	CPLX0-7617							
esterase	G7578-MONOMER					(yqiA)	(G7578)	
esterase	G7296-MONOMER					(ypfH)	(G7296)	
esterase	G7853-MONOMER					(yjfP)	(G7853)	
esterase	EG11776-MONOMER					(ybfF)	(EG11776)	
esterase	G6912-MONOMER					(ydiI)	(G6912)	
esterase/thioesterase	EG11110-MONOMER					(ybgC)	(EG11110)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ethanol dehydrogenase / alcohol dehydrogenase	ADHP-MONOMER					(adhP)	(G6775)	
ethanolamine ammonia-lyase	ETHAMLY-CPLX							
ethanolamine ammonia-lyase, &alpha; subunit	EUTB-MONOMER					(eutB)	(EG50006)	
ethanolamine ammonia-lyase, &beta; subunit	EUTC-MONOMER					(eutC)	(EG50007)	
EvgA transcriptional regulator	EVGA-MONOMER			(EvgA-Phosphorylated DNA-binding transcriptional activator)	(PHOSPHO-EVGA)	(evgA)	(EG11609)	((cytosol, CCO-CYTOSOL))
EvgA-Phosphorylated DNA-binding transcriptional activator	PHOSPHO-EVGA	(EvgA transcriptional regulator)	(EVGA-MONOMER)			(evgA)	(EG11609)	((cytosol, CCO-CYTOSOL))
EvgS sensory histidine kinase	EVGS-MONOMER			(EvgS sensory histidine kinase - asp1009 phosphorylated EvgS sensory histidine kinase - his721 phosphorylated EvgS sensory histidine kinase - his1137 phosphorylated)	(MONOMER0-4185 MONOMER0-4184 PHOSPHO-EVGS)	(evgS)	(EG11610)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EvgS sensory histidine kinase - asp1009 phosphorylated	MONOMER0-4185	(EvgS sensory histidine kinase)	(EVGS-MONOMER)			(evgS)	(EG11610)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EvgS sensory histidine kinase - his1137 phosphorylated	PHOSPHO-EVGS	(EvgS sensory histidine kinase)	(EVGS-MONOMER)			(evgS)	(EG11610)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EvgS sensory histidine kinase - his721 phosphorylated	MONOMER0-4184	(EvgS sensory histidine kinase)	(EVGS-MONOMER)			(evgS)	(EG11610)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
evolved &beta;-D-galactosidase	CPLX0-3937							
evolved &beta;-D-galactosidase, &alpha; subunit; cryptic gene	EG10252-MONOMER					(ebgA)	(EG10252)	
evolved &beta;-D-galactosidase, &beta; subunit; cryptic gene	EG10253-MONOMER					(ebgC)	(EG10253)	
excinuclease ABC, subunit C; repair of UV damage to DNA	EG11063-MONOMER					(uvrC)	(EG11063)	((cytosol, CCO-CYTOSOL))
excision nuclease subunit A	EG11061-MONOMER					(uvrA)	(EG11061)	((cytosol, CCO-CYTOSOL))
exonuclease I, 3' --> 5' specific; deoxyribophosphodiesterase	EG10926-MONOMER					(sbcB)	(EG10926)	
exonuclease III	EG11073-MONOMER					(xthA)	(EG11073)	
exonuclease VII	CPLX-3946							
exonuclease VII, large subunit	EG11072-MONOMER					(xseA)	(EG11072)	((cytosol, CCO-CYTOSOL))
exonuclease VII, small subunit	EG11098-MONOMER					(xseB)	(EG11098)	((cytosol, CCO-CYTOSOL))
exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific	EG10827-MONOMER					(recE)	(EG10827)	((cytosol, CCO-CYTOSOL))
exonuclease X	G7016-MONOMER					(exoX)	(G7016)	((cytosol, CCO-CYTOSOL))
exopolyphosphatase	PPX-CPLX							
exopolyphosphatase monomer	PPX-MONOMER					(ppx)	(EG11403)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ExuR DNA-binding transcriptional repressor	PD03270					(exuR)	(EG12739)	((cytosol, CCO-CYTOSOL))
ExuR-lysine	CPLX0-8077							
F<sup>-</sup> efflux transporter /  involved in resistance to camphor-induced chromosome decondensation	EG12209-MONOMER					(crcB)	(EG12209)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
FabA	FABA-MONOMER					(fabA)	(EG10273)	((cytosol, CCO-CYTOSOL))
FabB	FABB-MONOMER					(fabB)	(EG10274)	((cytosol, CCO-CYTOSOL))
FabF	3-OXOACYL-ACP-SYNTHII-MONOMER					(fabF)	(EG12606)	((cytosol, CCO-CYTOSOL))
FabH	FABH-MONOMER					(fabH)	(EG10277)	((cytosol, CCO-CYTOSOL))
FabR DNA-binding transcriptional repressor	EG11394-MONOMER					(fabR)	(EG11394)	((cytosol, CCO-CYTOSOL))
FabZ	FABZ-MONOMER					(fabZ)	(EG11284)	((cytosol, CCO-CYTOSOL))
Fad I component of anaerobic fatty acid oxidation complex	CPLX0-1667							
FadD	ACYLCOASYN-MONOMER					(fadD)	(EG11530)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
FadI monomer	G7213-MONOMER					(fadI)	(G7213)	((cytosol, CCO-CYTOSOL))
FadJ component of anaerobic fatty acid oxidation complex	CPLX0-1666							
FadJ monomer	G7212-MONOMER					(fadJ)	(G7212)	((cytosol, CCO-CYTOSOL))
FadR DNA-binding transcriptional dual regulator	PD01520					(fadR)	(EG10281)	((cytosol, CCO-CYTOSOL))
FadR-acyl-CoA	MONOMER-51							
fatty acid oxidation complex, &alpha; component	FADB-CPLX							((cytosol, CCO-CYTOSOL))
fatty acid oxidation complex, &beta; component	FADA-CPLX							((cytosol, CCO-CYTOSOL))
fatty acid/phospholipid synthesis protein	EG11437-MONOMER					(plsX)	(EG11437)	((cytosol, CCO-CYTOSOL))
fatty acyl-CoA synthetase	ACYLCOASYN-CPLX							((cytosol, CCO-CYTOSOL))
Fcl	FCL-MONOMER					(fcl)	(EG11788)	((cytosol, CCO-CYTOSOL))
Fe-S cluster assembly, scaffold protein	EG11378-MONOMER					(sufA)	(EG11378)	((cytosol, CCO-CYTOSOL))
Fe-S transport protein in Fe-S cluster assembly	CPLX0-7824							
Fe(2+) transporter FeoB	FEOB-MONOMER					(feoB)	(EG12102)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
FeaB	PHENDEHYD-MONOMER					(feaB)	(G7961)	
FeaR DNA-binding transcriptional activator	G6706-MONOMER					(feaR)	(G6706)	((cytosol, CCO-CYTOSOL))
FecAR Signal Transduction System	CPLX-3944							
fermentation/respiration switch protein	EG11091-MONOMER					(frsA)	(EG11091)	
ferredoxin-type protein	NAPH-MONOMER					(napH)	(EG12062)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferredoxin-type protein	NAPG-MONOMER					(napG)	(EG12064)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferredoxin-type protein	NAPF-MONOMER					(napF)	(EG12068)	
ferric citrate outer membrane porin FecA	EG10286-MONOMER					(fecA)	(EG10286)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
ferric citrate outer membrane transport complex	CPLX0-1943							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferric coprogen outer membrane porin FhuE	EG10306-MONOMER					(fhuE)	(EG10306)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
ferric coprogen outer membrane transport complex	CPLX0-7952							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric coprogen transport system	CPLX0-7954							
ferric dicitrate ABC transporter	ABC-9-CPLX							
ferric dicitrate ABC transporter - ATP binding subunit	FECE-MONOMER					(fecE)	(EG10290)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric dicitrate ABC transporter - membrane subunit	FECC-MONOMER					(fecC)	(EG10288)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric dicitrate ABC transporter - membrane subunit	FECD-MONOMER					(fecD)	(EG10289)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric dicitrate ABC transporter - periplasmic binding protein	FECB-MONOMER					(fecB)	(EG10287)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferric dicitrate transport system	CPLX0-2001							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferric enterobactin (enterochelin) transport	EG10297-MONOMER					(fepE)	(EG10297)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric enterobactin / colicin B / colicin D outer membrane porin FepA	EG10293-MONOMER					(fepA)	(EG10293)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
ferric enterobactin ABC transporter	ABC-10-CPLX							
ferric enterobactin ABC transporter - ATP binding subunit	FEPC-MONOMER					(fepC)	(EG10295)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric enterobactin ABC transporter - membrane subunit	FEPG-MONOMER					(fepG)	(EG10298)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric enterobactin ABC transporter - membrane subunit	FEPD-MONOMER					(fepD)	(EG10296)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric enterobactin ABC transporter - periplasmic binding protein	FEPB-MONOMER					(fepB)	(EG10294)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferric enterobactin outer membrane transport complex	CPLX0-1941							
ferric enterobactin transport system	CPLX0-1944							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferric reductase, NADPH-dependent	G7593-MONOMER					(yqjH)	(G7593)	((cytosol, CCO-CYTOSOL))
ferrichrome / phage / antibiotic outer membrane porin FhuA	EG10302-MONOMER					(fhuA)	(EG10302)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
ferrichrome outer membrane transport complex	CPLX0-1942							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferrichrome transport system	CPLX0-1981							((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ferritin iron storage protein	EG10921-MONOMER					(ftnA)	(EG10921)	((cytosol, CCO-CYTOSOL))
ferritin iron-storage complex	CPLX0-3969							
ferrochelatase	PROTOHEME-FERROCHELAT-MONOMER					(hemH)	(EG10431)	((cytosol, CCO-CYTOSOL))
ferrous iron transport protein A	EG12101-MONOMER					(feoA)	(EG12101)	
FhlA transcriptional activator	PD02936					(fhlA)	(EG10301)	((cytosol, CCO-CYTOSOL))
FhlA-Formate DNA-binding transcriptional activator	MONOMER0-183							
FieF	YIIP-MONOMER					(fieF)	(EG11873)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
fimbrial complex	CPLX0-3401							
fimbrial morphology	EG10313-MONOMER					(fimF)	(EG10313)	((pilus, CCO-PILUS))
fimbrial morphology	EG10314-MONOMER					(fimG)	(EG10314)	((pilus, CCO-PILUS))
fimbrial protein	EG11974-MONOMER					(fimI)	(EG11974)	((pilus, CCO-PILUS))
fimbrial usher protein, C-terminal fragment	G7208-MONOMER					(yfcT)	(G7208)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
fimbrial usher protein, N-terminal fragment	G7209-MONOMER					(yfcU)	(G7209)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
fimbrial-like adhesin protein	G6480-MONOMER					(elfA)	(G6480)	((pilus, CCO-PILUS))
FimZ transcriptional regulator	EG11103-MONOMER					(fimZ)	(EG11103)	((cytosol, CCO-CYTOSOL))
Fis	PD00196					(fis)	(EG10317)	((cytosol, CCO-CYTOSOL))
Fis DNA-binding transcriptional dual regulator	CPLX0-7705							
FKBP-type peptidyl prolyl cis-trans isomerase	EG11663-MONOMER					(slyD)	(EG11663)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
FKBP-type peptidyl prolyl cis-trans isomerase	CPLX0-7536							
FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase (rotamase)	G7865-MONOMER					(fklB)	(G7865)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase (rotamase)	CPLX0-3924							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
flagellar basal-body protein FliE	EG11346-MONOMER					(fliE)	(EG11346)	((cell projection, CCO-CELL-PROJECTION))
flagellar basal-body rod protein FlgB	FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN					(flgB)	(G358)	((cell projection, CCO-CELL-PROJECTION))
flagellar basal-body rod protein FlgC	FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN					(flgC)	(G359)	((cell projection, CCO-CELL-PROJECTION))
flagellar basal-body rod protein FlgF	FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN					(flgF)	(G362)	((cell projection, CCO-CELL-PROJECTION))
flagellar basal-body rod protein FlgG	FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN					(flgG)	(G363)	((cell projection, CCO-CELL-PROJECTION))
