bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER	
small predicted membrane protein	MONOMER0-2840	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
tRNA m<sup>6</sup>A37 methyltransferase	EG11538-MONOMER	((cytosol, CCO-CYTOSOL))
predicted outer membrane biogenesis protein	EG12251-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
penicillin-binding protein 6	EG10203-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted transposase, C-ter fragment	MONOMER0-2779	
fused predicted PTS system enzymes: Hpr component, enzyme I component, enzyme IIA component	G7246-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
integration host factor (IHF), &alpha; subunit	PD00347	((cytosol, CCO-CYTOSOL))
NsrR	EG11212-MONOMER	
&alpha;-amylase	ALPHA-AMYL-CYTO-MONOMER	((cytosol, CCO-CYTOSOL))
peptidoglycan glycosyltransferase	G7322-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
phosphocarrier protein HPr-like NPr, nitrogen related, exchanges phosphate with Enzyme I, Hpr	EG12147-MONOMER	((cytosol, CCO-CYTOSOL))
Qin prophage; predicted protein	G6831-MONOMER	
toxin-like protein of the SOS response	G7940-MONOMER	((cytosol, CCO-CYTOSOL))
regulatory ATPase	EG11731-MONOMER	((cytosol, CCO-CYTOSOL))
TynA	AMINEOXID-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
peptidyl-lysine acetyltransferase	G7350-MONOMER	
predicted inner membrane protein	G6756-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G7719-MONOMER	
transcription termination factor Rho monomer;  polarity suppressor	EG10845-MONOMER	((membrane, CCO-MEMBRANE))
predicted dehydrogenase, NAD-dependent	EG12035-MONOMER	((cytosol, CCO-CYTOSOL))
predicted transcriptional regulator	EG11733-MONOMER	
NemR DNA-binding transcriptional repressor	G6889-MONOMER	
YeiL DNA-binding transcriptional activator	EG12031-MONOMER	((cytosol, CCO-CYTOSOL))
chromosomal replication initiator protein DnaA; DNA-binding transcriptional dual regulator	PD03831	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
N-acetyl-anhydromuramyl-L-alanine-amidase	EG10041-MONOMER	((cytosol, CCO-CYTOSOL))
AceF	E2P-MONOMER	((cytosol, CCO-CYTOSOL))
transcription termination factor NusG	EG10667-MONOMER	((cytosol, CCO-CYTOSOL))
hydrogenase 4, component H	MONOMER0-144	
FliZ DNA-binding transcriptional regulator	EG11356-MONOMER	
YddS	YDDS-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved protein, predicted endonuclease	G7202-MONOMER	
tRNA-specific 2-thiouridylase	EG11344-MONOMER	((cytosol, CCO-CYTOSOL))
dimethyl sulfoxide reductase, chain A	DMSA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
HcaR transcriptional dual regulator	G7331-MONOMER	((cytosol, CCO-CYTOSOL))
ribokinase	RIBOKIN-MONOMER	((cytosol, CCO-CYTOSOL))
HdfR DNA-binding transcriptional dual regulator	EG11449-MONOMER	((cytosol, CCO-CYTOSOL))
flagellar L-ring protein FlgH; basal-body outer-membrane L (lipopolysaccharide layer) ring protein	FLGH-FLAGELLAR-L-RING	((cell projection, CCO-CELL-PROJECTION) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
predicted transferase with NAD(P)-binding Rossmann-fold domain	G6402-MONOMER	
MlaF	YRBF-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YehX	YEHX-MONOMER	((cytosol, CCO-CYTOSOL))
AsnB	ASNSYNB-MONOMER	((cytosol, CCO-CYTOSOL))
CysB	PD00232	((cytosol, CCO-CYTOSOL))
conserved protein	EG11182-MONOMER	
predicted inner membrane protein	G7282-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
autoregulator of the PhoQP system	G7002-MONOMER	
predicted protein	MONOMER0-2677	
minor fimbrial subunit, D-mannose specific adhesin	EG10315-MONOMER	((pilus, CCO-PILUS))
conserved protein	G7162-MONOMER	
predicted oxidoreductase	EG11759-MONOMER	
predicted protein	G6903-MONOMER	
predicted defective phage integrase	G7044-MONOMER	
DLP12 prophage; periplasmic protein	G6301-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
activator of formate-dependent nitrite reductase complex	EG11949-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
SecA	SECA	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
zinc homeostasis protein	EG11918-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
RNA polymerase, sigma 19 factor	PD00440	((cytosol, CCO-CYTOSOL))
Lrp transcriptional dual regulator	PD00353	((cytosol, CCO-CYTOSOL))
30S ribosomal subunit protein S14	EG10913-MONOMER	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
conserved protein	G7338-MONOMER	
serine / alanine / glycine / cycloserine:H<sup>+</sup>symporter	CYCA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair	EG10778-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G6970-MONOMER	
2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	MONOMER0-422	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
homoserine / homoserine lactone efflux transporter	RHTB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
membrane-associated protein	G6866-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
transcription-repair coupling factor	EG11619-MONOMER	((cytosol, CCO-CYTOSOL))
predicted secretion pathway protein, M-type protein, membrane anchored	G7535-MONOMER	((extracellular space, CCO-EXTRACELLULAR) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
allose-6-phosphate isomerase / ribose-5-phosphate isomerase B monomer	RIB5PISOMB-MONOMER	
YhjE  MFS transporter	YHJE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	G6231-MONOMER	
pyruvate formate-lyase activating enzyme	PFLACTENZ-MONOMER	((cytosol, CCO-CYTOSOL))
NagE	NAGE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted diguanylate cyclase	G6808-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
lipopolysaccharide core heptose (I) kinase	EG11340-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RecJ	EG10830-MONOMER	
hydrogenase 4, component B	MONOMER0-153	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
crRNA endonuclease	G7426-MONOMER	
Dfp	EG10004-MONOMER	((cytosol, CCO-CYTOSOL))
EmrKY putative multidrug efflux transporter - membrane subunit	EMRY-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small predicted membrane protein	MONOMER0-2681	
toxin-antitoxin biofilm protein	G7883-MONOMER	
dimethyl sulfoxide reductase, chain C	DMSC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ribose ABC transporter - putative ATP binding subunit	RBSA-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DNA-binding transcriptional regulator	G6638-MONOMER	
phage shock protein G	EG11933-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-ribulokinase monomer	RIBULOKIN-MONOMER	((cytosol, CCO-CYTOSOL))
glutamic acid:4-aminobutyrate antiporter	XASA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G6949-MONOMER	
lysine/arginine/ornithine ABC transporter / histidine ABC transporter - membrane subunit	HISM-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved inner membrane protein	G7609-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
EnvC murein hydrolase	EG12297-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
Rac prophage; predicted lipoprotein	MONOMER0-2671	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
IlvB	LARGEILVB-MONOMER	((cytosol, CCO-CYTOSOL))
Qin prophage; predicted protein	G6823-MONOMER	
small predicted membrane protein	MONOMER0-2883	
predicted protein	G6929-MONOMER	
predicted rhodanese-related sulfurtransferase	EG12295-MONOMER	
ferric enterobactin (enterochelin) transport	EG10297-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Gnd	6PGLUCONDEHYDROG-MONOMER	
AspA	ASPARTASE-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
ferric enterobactin ABC transporter - membrane subunit	FEPG-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
MogA	EG11511-MONOMER	((cytosol, CCO-CYTOSOL))
nickel ABC transporter - ATP binding subunit	NIKE-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
dihydroxyacetone kinase subunit M	EG12399-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
e14 prophage; predicted protein	EG12877-MONOMER	
predicted ribosomal protein	MONOMER0-2656	
arginine export protein	YGGA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
inner-membrane protein insertion factor	YIDC	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
NADH:ubiquinone oxidoreductase, chain I	NUOI-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted transporter subunit: ATP-binding component of ABC superfamily	EG11998-MONOMER	
ModE	MONOMER0-185	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
RNA 3'-terminal phosphate cyclase	G7750-MONOMER	((cytosol, CCO-CYTOSOL))
protein involved in detoxification of methylglyoxal	G7587-MONOMER	((pilus, CCO-PILUS))
molecular brake that regulates flagellar motility in response to c-di-GMP	G6623-MONOMER	((cell projection, CCO-CELL-PROJECTION))
cell division protein required during stress conditions	EG11376-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
e14 prophage; conserved protein	G6596-MONOMER	
putrescine ABC transporter - membrane subunit	POTH-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
twice split molybdate metabolism regulator	G8209-MONOMER	
rhamnose / lyxose:H<sup>+</sup> symporter	RHAT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
phosphopentomutase	PPENTOMUT-MONOMER	((cytosol, CCO-CYTOSOL))
predicted inner membrane protein	EG12220-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-766	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
50S ribosomal subunit protein L17	EG10878-MONOMER	((ribosome, CCO-RIBOSOME))
ureidoglycolate lyase	G6275-MONOMER	
dipeptide ABC transporter - putative ABC binding subunit	DPPF-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
PEP synthetase regulatory protein	EG11132-MONOMER	
putative protein secretion protein for export	G7704-MONOMER	((cytosol, CCO-CYTOSOL))
putative transport protein	G7534-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hybrid-cluster protein	G6457-MONOMER	((cytosol, CCO-CYTOSOL))
conserved inner membrane protein	G6608-MONOMER	((cytosol, CCO-CYTOSOL))
predicted hydrolase monomer	EG11241-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
flagellar biosynthesis, initiation of hook assembly	G360-MONOMER	
predicted C-N hydrolase family amidase, NAD(P)-binding	G6103-MONOMER	
2-methylcitrate dehydratase	G6199-MONOMER	
ferric enterobactin ABC transporter - membrane subunit	FEPD-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
<i>E. coli</i> common pilus chaperone - cryptic	G6160-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
D-malate dehydrogenase (decarboxylating)	G6986-MONOMER	((cytosol, CCO-CYTOSOL))
fructose 6-phosphate aldolase 2	EG11905-MONOMER	((cytosol, CCO-CYTOSOL))
IS5 transposase and trans-activator	MONOMER0-4236	
inorganic triphosphatase	EG11603-MONOMER	
transcription antitermination protein NusB	EG10666-MONOMER	((cytosol, CCO-CYTOSOL))
glycolate oxidase, predicted FAD-linked subunit	G7545-MONOMER	((cytosol, CCO-CYTOSOL))
&beta;-D-glucuronidase	BETA-GLUCURONID-MONOMER	
putative lipoprotein	G7538-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
MurI	GLUTRACE-MONOMER	
ThrA	ASPKINIHOMOSERDEHYDROGI-MONOMER	
Pal	EG10684-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
50S ribosomal subunit protein L2	EG10865-MONOMER	((ribosome, CCO-RIBOSOME))
EbgR DNA-binding transcriptional repressor	PD03254	((cytosol, CCO-CYTOSOL))
glutamate / aspartate ABC transporter - ATP binding subunit	GLTL-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
30S ribosome binding factor	EG11178-MONOMER	((cytosol, CCO-CYTOSOL))
AroH	AROH-MONOMER	((cytosol, CCO-CYTOSOL))
lipopolysaccharide core biosynthesis protein	EG11350-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AtpE	ATPE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted enoyl-CoA reductase	G6918-MONOMER	
PflB	PYRUVFORMLY-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
50S ribosomal subunit protein L30	EG10888-MONOMER	((ribosome, CCO-RIBOSOME))
fimbrial morphology	EG10314-MONOMER	((pilus, CCO-PILUS))
YhjV STP transporter	YHJV-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted inner membrane protein	G7310-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
holo-[acyl carrier protein] synthase 2	EG12221-MONOMER	
MhpD	MHPDHYDROL-MONOMER	((cytosol, CCO-CYTOSOL))
predicted outer membrane usher protein	G6482-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
zinc-binding GTPase	EG12104-MONOMER	
IS3 element transposase	MONOMER0-4247	
uroporphyrinogen decarboxylase	UROGENDECARBOX-MONOMER	((cytosol, CCO-CYTOSOL))
SpeF	ORNDECARBOXDEG-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11941-MONOMER	
conserved protein	G6897-MONOMER	
predicted hydrolase	G6729-MONOMER	
inner membrane protein YrbG	YRBG-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted DNA-binding transcriptional regulator	G6591-MONOMER	
conserved protein	G7697-MONOMER	
GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein	EG10599-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
hydrogenase 3, membrane subunit	HYCC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
LpxB	LIPIDADISACCHARIDESYNTH-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
6-carboxy-5,6,7,8-tetrahydropterin synthase	G7431-MONOMER	
YqeG STP transporter	B2845-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
fructose 1,6-bisphosphatase II	EG11517-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG12404-MONOMER	
DpiA-P<sup>asp</sup> DNA-binding transcriptional dual regulator	PHOSPHO-DPIA	((cytosol, CCO-CYTOSOL))
cardiolipin synthase 1	CARDIOLIPSYN-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
50S ribosomal subunit protein L33	EG10891-MONOMER	((ribosome, CCO-RIBOSOME))
biofilm-dependent modulation protein	G6776-MONOMER	
predicted protein of C-N hydrolase superfamily, C-terminal fragment	G6348-MONOMER	
D-amino acid dehydrogenase	DALADEHYDROGA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
pyrimidine oxygenase	G6523-MONOMER	
SgcC	SGCC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
trimethylamine N-oxide reductase III, TorZ subunit	G7022-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (membrane, CCO-MEMBRANE))
Outer Membrane Protein Assembly Complex - BamE subunit	EG10952-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
acylphosphatase	G6502-MONOMER	
predicted inner membrane protein	G6883-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
FucA	FUCPALDOL-MONOMER	
small protein	MONOMER0-2870	
small protein involved in the cell envelope stress response	EG12830-MONOMER	
DNA polymerase II	EG10747-MONOMER	((cytosol, CCO-CYTOSOL))
galactofuranose / galactopyranose ABC transporter - periplasmic binding protein	YTFQ-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (membrane, CCO-MEMBRANE))
YehT	EG12006-MONOMER	
predicted protein	G7110-MONOMER	
predicted metal-dependent hydrolase	G7604-MONOMER	
putative outer membrane usher protein	EG11988-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
DNase, magnesium-dependent	EG11481-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	G7543-MONOMER	
maltose ABC transporter - membrane subunit	MALF-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
protein involved in biofilm formation	G6605-MONOMER	
free methionine-(<i>R</i>)-sulfoxide reductase	G7005-MONOMER	
acetate kinase	ACETATEKINA-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
phospho-N-acetylmuramoyl-pentapeptide transferase	PHOSNACMURPENTATRANS-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted DNA-binding transcriptional regulator	EG12342-MONOMER	
Dcd	DCTP-DEAM-MONOMER	
conserved protein	EG11592-MONOMER	
L-serine deaminase III	LSERINEDEAM3-MONOMER	
<i>S</i>-formylglutathione hydrolase	G6208-MONOMER	
predicted protein	G7182-MONOMER	
CP4-6 prophage; predicted GTP-binding protein	G6128-MONOMER	
galactose ABC transporter - membrane subunit	MGLC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RNA polymerase, &beta; subunit	RPOB-MONOMER	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
conserved protein	EG11605-MONOMER	
ProB	GLUTKIN-MONOMER	((cytosol, CCO-CYTOSOL))
acid-resistance protein, possible chaperone	EG11398-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
curli assembly component	G6544-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
N-acetylglutamylphosphate reductase	N-ACETYLGLUTPREDUCT-MONOMER	((cytosol, CCO-CYTOSOL))
conserved inner membrane protein	G7721-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted deoxygluconate dehydrogenase	G7440-MONOMER	
predicted lipoprotein	G6742-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G7393-MONOMER	
oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	G6708-MONOMER	
Spy	G6939-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
fused predicted PTS enzymes: HPr component / enzyme I component / enzyme IIA component	EG11906-MONOMER	((cytosol, CCO-CYTOSOL))
hydroperoxidase I	HYDROPEROXIDI-MONOMER	((cytosol, CCO-CYTOSOL))
ribosomal-protein-S5-alanine N-acetyltransferase	EG10851-MONOMER	((cytosol, CCO-CYTOSOL))
predicted acyltransferase with acyl-CoA N-acyltransferase domain	EG12270-MONOMER	
branch migration of Holliday structures; repair	EG10923-MONOMER	((cytosol, CCO-CYTOSOL))
putative heat shock protein	G6470-MONOMER	((membrane, CCO-MEMBRANE))
Rac prophage; predicted protein, C-ter fragment	G6694-MONOMER	
LeuC	LEUC-MONOMER	((cytosol, CCO-CYTOSOL))
CP4-57 prophage; predicted inner membrane protein	G7374-MONOMER	
CPS-53 (KpLE1) prophage; predicted protein	G7226-MONOMER	
SodB	SUPEROX-DISMUTFE-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
predicted transposase; receptor protein	G6377-MONOMER	
