"position"	"direction"	"id"	"name"
4175200	"+"	"PM0-9584"	"secEp"
2812824	"+"	"PM0-9586"	"micAp"
887280	"-"	"PM0-9587"	"rybBp"
3667284	"-"	"PM0-9588"	"yhjAp"
77367	"+"	"PM0-9591"	"sgrSp"
77338	"-"	"PM0-9592"	"sgrRp"
2496421	"-"	"PM0-9593"	"alaCp"
1145812	"+"	"PM0-9595"	"psrDp"
1768396	"+"	"PM0-9596"	"rprAp"
1921090	"+"	"PM0-9597"	"ryeAp"
3309247	"+"	"PM0-9599"	"psrOp"
3984455	"+"	"PM0-9600"	"glmZp"
4276089	"-"	"PM0-9601"	"ryjAp"
3839794	"-"	"PM0-9602"	"nepIp"
3698295	"-"	"PM0-9604"	"ldrDp"
3698159	"+"	"PM0-9605"	"rdlDp"
490534	"+"	"PM0-9608"	"aptp"
4577940	"-"	"PM0-9611"	"symEp"
4577858	"+"	"PM0-9618"	"symRp"
2183849	"+"	"PM0-9620"	"rcnAp"
2183925	"-"	"PM0-9621"	"rcnRp"
2698540	"+"	"PM0-9622"	"ohsCp"
2698219	"-"	"PM0-9623"	"shoBp"
2732317	"-"	"PM0-9624"	"ryfDp"
4526000	"+"	"PM0-9625"	"ryjBp"
75608	"-"	"PM0-9626"	"sroAp"
506428	"+"	"PM0-9627"	"micMp"
1921231	"-"	"PM0-9630"	"ryeBp"
2689362	"-"	"PM0-9632"	"glmYp1"
4188510	"-"	"PM0-9634"	"sroHp"
3788172	"-"	"PM0-9640"	"yibDp1"
432201	"+"	"PM0-9643"	"nrdRp"
416201	"-"	"PM0-9646"	"sbcDp"
1102558	"-"	"PM0-9649"	"csgDp2"
2926057	"+"	"PM0-9650"	"sdaCp"
1257961	"+"	"PM0-9651"	"ychHp"
4348588	"-"	"PM0-9653"	"dcuRp"
2868708	"-"	"PM0-9657"	"surEp2"
90010	"+"	"PM0-9672"	"mraWp1"
90688	"+"	"PM0-9676"	"ftsLp1"
91012	"+"	"PM0-9678"	"ftsLp2"
932361	"+"	"PM0-9680"	"ftsKp1"
932152	"+"	"PM0-9681"	"ftsKp2"
3348599	"+"	"PM0-9687"	"arcZp"
1878018	"-"	"PM0-9688"	"yeaRp"
3274994	"+"	"PM0-9689"	"sohAp"
3079914	"+"	"PM0-9690"	"loiPp"
913352	"-"	"PM0-9692"	"hcpp2"
2135217	"-"	"PM0-9693"	"wzap2"
3740743	"+"	"PM0-9695"	"yiaKp2"
456426	"+"	"PM0-9696"	"clpXp"
1271645	"+"	"PM0-9702"	"chaCp"
892857	"+"	"PM0-9703"	"potFp2"
3210715	"+"	"PM0-9704"	"rpoDp4"
701088	"-"	"PM0-9707"	"nagCp1"
701231	"-"	"PM0-9708"	"nagCp2"
22229	"+"	"PM0-9709"	"ileSp3"
142703	"-"	"PM0-9710"	"canp"
433728	"+"	"PM0-9711"	"ribEp"
1744226	"-"	"PM0-9712"	"ydhQp"
2288444	"+"	"PM0-9713"	"narPp"
2822416	"-"	"PM0-9715"	"pncCp"
705222	"+"	"PM0-9716"	"glnSp2"
1189714	"-"	"PM0-9717"	"phoPp3"
2876937	"-"	"PM0-9718"	"ygbFp"
3437568	"-"	"PM0-9719"	"yhdNp"
3643261	"-"	"PM0-9720"	"prlCp"
661929	"-"	"PM0-9721"	"ybeDp"
692692	"-"	"PM0-9722"	"ybeZp"
1118294	"-"	"PM0-9723"	"yceJp"
1338159	"+"	"PM0-9725"	"yciSp"
1382093	"+"	"PM0-9726"	"ycjXp"
4482296	"-"	"PM0-9727"	"holCp"
4633266	"+"	"PM0-9728"	"creAp2"
3543480	"+"	"PM0-9731"	"nfuAp2"
3527132	"+"	"PM0-9732"	"hslRp"
2763928	"+"	"PM0-9737"	"rnlAp"
4033379	"+"	"PM0-9739"	"rrsAp2"
4205994	"+"	"PM0-9740"	"rrsEp2"
63588	"-"	"PM0-9741"	"hepAp2"
231064	"+"	"PM0-9742"	"yafDp"
3037873	"-"	"PM0-9743"	"xerDp"
455829	"+"	"PM0-9744"	"clpPp3"
3094642	"+"	"PM0-9745"	"rdgBp"
257810	"+"	"PM0-9747"	"crlp1"
2140239	"-"	"PM0-9748"	"dcdp"
3434540	"+"	"PM0-9750"	"trkAp"
2210218	"-"	"PM0-9751"	"yehSp"
1192996	"-"	"PM0-9754"	"mnmAp"
2417198	"-"	"PM0-9755"	"yfcDp"
2379049	"-"	"PM0-9756"	"elaBp"
2616798	"-"	"PM0-9757"	"hdap"
2419347	"+"	"PM0-9758"	"folXp"
3073217	"-"	"PM0-9759"	"yggDp"
1605245	"+"	"PM0-9760"	"tamp"
1889291	"-"	"PM0-9761"	"tsaBp"
2697685	"+"	"PM0-9762"	"yfhLp"
881957	"-"	"PM0-9763"	"deoRp"
160722	"-"	"PM0-9764"	"dksAp1"
111846	"-"	"PM0-9765"	"yacGp"
3676435	"-"	"PM0-9766"	"yhjGp"
1585758	"-"	"PM0-9767"	"ydeQp"
1473090	"+"	"PM0-9768"	"ydbDp"
2417810	"-"	"PM0-9769"	"yfcEp"
228928	"+"	"PM0-9770"	"aspUp"
1990841	"-"	"PM0-9771"	"pgsAp"
1713913	"-"	"PM0-9772"	"pdxYp"
3484813	"+"	"PM0-9773"	"yhfKp"
4505220	"+"	"PM0-9774"	"insNp"
2180803	"-"	"PM0-9775"	"yegWp"
1367713	"+"	"PM0-9778"	"pspEp"
437359	"-"	"PM0-9779"	"yajOp"
4458387	"-"	"PM0-9780"	"nrdGp"
2937390	"+"	"PM0-9781"	"fucRp"
4216619	"+"	"PM0-9782"	"aceKp"
150953	"-"	"PM0-9785"	"yadCp"
541112	"+"	"PM0-9786"	"glxKp"
3047063	"-"	"PM0-9789"	"gcvPp"
2724210	"-"	"PM0-9790"	"rrfGp"
2886334	"-"	"PM0-9791"	"cysHp"
2815882	"-"	"PM0-9792"	"argQp"
4356640	"-"	"PM0-9793"	"cadAp"
1104184	"+"	"PM0-9794"	"csgCp"
1998409	"-"	"PM0-9795"	"fliYp"
892180	"+"	"PM0-9796"	"ybjNp"
1248337	"-"	"PM0-9798"	"dhaMp"
3469746	"-"	"PM0-9799"	"tufAp1"
2426648	"-"	"PM0-9800"	"ubiXp"
4409325	"+"	"PM0-9801"	"yjfKp"
251969	"+"	"PM0-9802"	"yafNp"
4587102	"-"	"PM0-9803"	"yjiXp"
362403	"-"	"PM0-9804"	"lacYp"
2109043	"-"	"PM0-9806"	"rfbAp"
225759	"+"	"PM0-9807"	"rrlHp"
3798219	"-"	"PM0-9808"	"rfaZp"
1846048	"-"	"PM0-9810"	"selDp1"
4166664	"+"	"PM0-9811"	"rrlBp"
37824	"-"	"PM0-9812"	"caiCp"
4208066	"+"	"PM0-9813"	"rrlEp"
2391063	"-"	"PM0-9814"	"nuoMp"
3398000	"-"	"PM0-9815"	"mreCp"
4035542	"+"	"PM0-9816"	"rrlAp"
263956	"-"	"PM0-9818"	"ykfGp"
3121827	"-"	"PM0-9819"	"glcBp"
4616252	"+"	"PM0-9820"	"deoAp"
2377281	"-"	"PM0-9821"	"menDp"
1073336	"+"	"PM0-9823"	"rutRp2"
1582052	"-"	"PM0-9828"	"safAp"
406203	"+"	"PM0-9829"	"yaiAp"
4310065	"-"	"PM0-9830"	"alsBp"
4397824	"+"	"PM0-9831"	"hfqp2"
1286551	"-"	"PM0-9832"	"tyrVp"
1366825	"+"	"PM0-9833"	"pspBp"
3264050	"-"	"PM0-9834"	"tdcBp"
4315918	"-"	"PM0-9835"	"phnLp"
4570437	"+"	"PM0-9836"	"yjiTp"
696053	"-"	"PM0-9837"	"glnWp"
2735176	"+"	"PM0-9839"	"raiAp"
239084	"-"	"PM0-9840"	"yafUp"
2209247	"+"	"PM0-9841"	"yehRp"
1581711	"-"	"PM0-9843"	"ydeOp"
4124931	"+"	"PM0-9844"	"rpmEp"
3725384	"-"	"PM0-9845"	"yiaAp"
1063259	"+"	"PM0-9846"	"yccEp"
3427258	"+"	"PM0-9847"	"yrdAp"
1584688	"-"	"PM0-9849"	"ydePp"
4523826	"-"	"PM0-9850"	"yjhIp"
2771180	"-"	"PM0-9851"	"ypjMp"
3526691	"+"	"PM0-9852"	"yrfGp"
3764360	"+"	"PM0-9853"	"yibAp"
2491461	"-"	"PM0-9855"	"frcp"
2492455	"-"	"PM0-9856"	"yfdXp"
2879070	"-"	"PM0-9859"	"casDp"
2217503	"-"	"PM0-9860"	"osmFp2"
1027944	"-"	"PM0-9861"	"hspQp"
4395069	"+"	"PM0-9864"	"mutLp2"
4395123	"+"	"PM0-9865"	"mutLp1"
4397005	"+"	"PM0-9866"	"miaAp2"
4397075	"+"	"PM0-9868"	"miaAp1"
4398311	"+"	"PM0-9870"	"hfqp1"
4398243	"+"	"PM0-9871"	"hfqp3"
106508	"+"	"PM0-9872"	"lpxCp1"
806544	"-"	"PM0-9874"	"ybhCp"
4601342	"+"	"PM0-9877"	"yjjQp"
4601057	"-"	"PM0-9879"	"yjjPp"
3320609	"-"	"PM0-9880"	"secGp1"
3320612	"-"	"PM0-9881"	"secGp2"
84188	"+"	"PM0-9884"	"leuOp"
656473	"+"	"PM0-9885"	"cspEp2"
656370	"+"	"PM0-9886"	"cspEp1"
651175	"-"	"PM0-9889"	"citCp1"
3066858	"-"	"PM0-9890"	"argOp"
312029	"-"	"PM0-9892"	"ykgMp"
1616965	"-"	"PM0-9954"	"marCp"
1899796	"-"	"PM0-9955"	"yoaEp"
8191	"+"	"PM0-9956"	"talBp"
71271	"+"	"PM0-9957"	"yabIp"
106530	"+"	"PM0-9958"	"lpxCp2"
131564	"+"	"PM0-9960"	"acnBp2"
134339	"+"	"PM0-9961"	"yacLp"
164721	"+"	"PM0-9962"	"mrcBp"
189712	"+"	"PM0-9963"	"rpsBp"
194784	"+"	"PM0-9964"	"ispUp1"
194901	"+"	"PM0-9965"	"ispUp2"
222806	"+"	"PM0-9966"	"gmhBp"
240216	"-"	"PM0-9967"	"yafVp"
267250	"-"	"PM0-9968"	"yafZp"
309343	"-"	"PM0-9969"	"matCp1"
309300	"-"	"PM0-9970"	"matCp2"
345656	"+"	"PM0-9971"	"yahOp"
395587	"-"	"PM0-9972"	"ampHp1"
395543	"-"	"PM0-9973"	"ampHp2"
400587	"+"	"PM0-9974"	"iraPp2"
404910	"-"	"PM0-9975"	"proCp"
407372	"+"	"PM0-9976"	"yaiEp"
418712	"+"	"PM0-9977"	"brnQp"
443882	"+"	"PM0-9978"	"yajQp"
445911	"-"	"PM0-9979"	"yajRp"
454217	"+"	"PM0-9980"	"tigp1"
454346	"+"	"PM0-9981"	"tigp3"
474425	"-"	"PM0-9982"	"tesBp"
478512	"-"	"PM0-9983"	"ylaCp"
483909	"-"	"PM0-9984"	"acrBp"
485716	"+"	"PM0-9985"	"kefAp"
502519	"-"	"PM0-9986"	"ybaLp"
539583	"+"	"PM0-9987"	"ybbYp"
557004	"-"	"PM0-9988"	"folDp"
628515	"+"	"PM0-9989"	"ybdBp"
641126	"-"	"PM0-9990"	"uspGp"
644257	"-"	"PM0-9991"	"rnap"
659524	"-"	"PM0-9992"	"lipAp"
668295	"-"	"PM0-9993"	"rsfAp"
674216	"+"	"PM0-9994"	"ybeLp"
781284	"+"	"PM0-9995"	"nadAp"
823824	"+"	"PM0-9996"	"ybhQp"
865760	"+"	"PM0-9997"	"iaaAp"
877293	"-"	"PM0-9998"	"rimOp"
879742	"-"	"PM0-9999"	"gstBp"
4213425	"+"	"PM00001"	"aceBp"
2145583	"-"	"PM00002"	"alkAp"
70075	"-"	"PM00003"	"araBp"
70241	"+"	"PM00004"	"araCp"
4152908	"+"	"PM00005"	"argCp"
4152920	"-"	"PM00006"	"argEp1"
289564	"-"	"PM00007"	"argFp"
4476367	"-"	"PM00008"	"argIp"
3382699	"+"	"PM00009"	"argRp1"
2739223	"-"	"PM00010"	"aroFp"
784814	"+"	"PM00011"	"aroGp"
1786342	"+"	"PM00012"	"aroHp1"
405504	"+"	"PM00013"	"aroLp"
121671	"-"	"PM00014"	"aroPp1"
808515	"-"	"PM00015"	"bioAp"
808525	"+"	"PM00016"	"bioBp"
29619	"+"	"PM00017"	"carAp2"
2244964	"-"	"PM00019"	"cirAp2"
2244951	"-"	"PM00020"	"cirAp1"
3989022	"+"	"PM00023"	"cyaAp"
4614702	"+"	"PM00024"	"deoCp1"
4615301	"+"	"PM00025"	"deoCp2"
940046	"+"	"PM00026"	"dmsAp1"
167442	"+"	"PM00027"	"fhuAp"
3408268	"+"	"PM00028"	"dusBp"
1397576	"-"	"PM00029"	"fnrp"
4380435	"-"	"PM00030"	"frdAp"
2239732	"-"	"PM00031"	"galSp"
791304	"-"	"PM00032"	"galEp1"
791309	"-"	"PM00033"	"galEp2"
4056245	"-"	"PM00034"	"glnAp1"
4054394	"-"	"PM00035"	"glnLp"
2350605	"+"	"PM00037"	"glpABCp"
3559994	"+"	"PM00038"	"glpDp"
2350473	"-"	"PM00039"	"glpTQp"
3851046	"-"	"PM00040"	"ivbLp"
3955890	"-"	"PM00041"	"ilvYp"
4131835	"+"	"PM00043"	"katGp"
728072	"-"	"PM00044"	"kdpFp"
365567	"-"	"PM00045"	"lacZp1"
4255110	"+"	"PM00046"	"lexAp"
4244487	"-"	"PM00047"	"malEp"
4244759	"+"	"PM00048"	"malKp"
3550532	"-"	"PM00049"	"malPp"
4339673	"-"	"PM00050"	"melRp"
4212256	"+"	"PM00051"	"metAp1"
4130569	"+"	"PM00054"	"metFp"
4221806	"+"	"PM00055"	"metHp"
702931	"-"	"PM00058"	"nagBp"
1279030	"+"	"PM00060"	"narGp"
1277155	"+"	"PM00061"	"narKp1"
3492009	"+"	"PM00062"	"nirBp"
2342777	"+"	"PM00063"	"nrdAp"
1019414	"-"	"PM00064"	"ompAp1"
2310852	"-"	"PM00065"	"ompCp1"
986315	"-"	"PM00066"	"ompFp"
4156480	"+"	"PM00067"	"oxyRp"
400931	"+"	"PM00071"	"phoAp"
416325	"+"	"PM00072"	"phoBp"
2595803	"-"	"PM00076"	"purCp"
4205650	"-"	"PM00078"	"purHp"
2693611	"-"	"PM00079"	"purLp"
2619175	"+"	"PM00080"	"purMp"
1735713	"+"	"PM00081"	"purRp"
1121866	"-"	"PM00083"	"pyrCp"
1003955	"+"	"PM00084"	"pyrDp"
2821841	"-"	"PM00086"	"recAp"
4095734	"+"	"PM00087"	"rhaSp"
3598872	"-"	"PM00088"	"rpoHp5"
4098782	"+"	"PM00089"	"sodAp"
4272034	"+"	"PM00091"	"ssbp3"
1020170	"-"	"PM00092"	"sulAp"
1321132	"-"	"PM00094"	"trpLp"
4630727	"+"	"PM00095"	"trpRp"
1384716	"+"	"PM00097"	"tyrRp"
4271959	"-"	"PM00098"	"uvrAp"
812685	"+"	"PM00099"	"uvrBp2"
3995930	"+"	"PM00100"	"uvrDp1"
2308449	"-"	"PM00101"	"adap"
638144	"+"	"PM00102"	"ahpCp"
3098773	"-"	"PM00103"	"ansBp2"
2980230	"-"	"PM00104"	"araEp"
1331812	"+"	"PM00106"	"cysBp"
2889986	"-"	"PM00107"	"cysJp"
2530399	"+"	"PM00108"	"cysKp1"
4029036	"-"	"PM00109"	"fadBp"
2459227	"+"	"PM00110"	"fadLp"
85600	"+"	"PM00111"	"ilvIHp1"
552365	"-"	"PM00113"	"purEp"
3598886	"-"	"PM00114"	"rpoHp4"
3790600	"-"	"PM00115"	"kblp"
3886434	"+"	"PM00117"	"tnaCp"
259382	"-"	"PM00119"	"phoEp"
4265105	"+"	"PM00124"	"tyrBp"
1987669	"+"	"PM00125"	"tyrPp1"
2685525	"-"	"PM00127"	"glnBp2"
3955935	"+"	"PM00128"	"ilvCp"
3551046	"+"	"PM00129"	"malTp"
1015721	"-"	"PM00131"	"fabAp"
3303882	"-"	"PM00132"	"mtrp2"
4402687	"+"	"PM00134"	"purAp"
2307467	"-"	"PM00135"	"alkBp"
4412270	"+"	"PM00136"	"aidBp"
3651959	"+"	"PM00137"	"slpp"
1036933	"+"	"PM00138"	"appCp"
1984262	"-"	"PM00139"	"araFp"
411753	"-"	"PM00140"	"araJp"
770393	"+"	"PM00141"	"cydAp1"
450877	"-"	"PM00142"	"cyoAp"
754181	"+"	"PM00143"	"sdhCp"
757809	"+"	"PM00144"	"sucAp"
1686464	"-"	"PM00146"	"fumAp"
1684733	"-"	"PM00147"	"fumCp"
753990	"-"	"PM00148"	"gltAp1"
1194231	"+"	"PM00149"	"icdAp1"
3382335	"-"	"PM00150"	"mdhp1"
29551	"+"	"PM00151"	"carAp1"
3488243	"-"	"PM00152"	"argDp"
3925152	"+"	"PM00153"	"asnAp"
3925054	"-"	"PM00154"	"asnCp"
2321434	"+"	"PM00155"	"atoDp"
328585	"-"	"PM00156"	"betIp"
328645	"+"	"PM00157"	"betTp"
4359986	"-"	"PM00159"	"cadCp"
3483975	"+"	"PM00161"	"crpp1"
4434652	"-"	"PM00163"	"cpdBp"
709939	"-"	"PM00164"	"furpa"
3567412	"-"	"PM00165"	"glgCp1"
3107197	"-"	"PM00167"	"speCp"
3265115	"-"	"PM00168"	"tdcAp"
2337561	"+"	"PM00169"	"ubiGp"
3220573	"+"	"PM00171"	"ebgAp"
2932141	"+"	"PM00172"	"fucPp"
3103673	"+"	"PM00173"	"nupGp"
3845221	"-"	"PM00174"	"uhpTp"
4339910	"+"	"PM00175"	"melAp"
1697337	"+"	"PM00177"	"malXp"
2823813	"+"	"PM00178"	"srlAp"
4014414	"+"	"PM00179"	"udpP"
2931876	"-"	"PM00180"	"fucAp"
1976419	"-"	"PM00184"	"flhDp"
3735493	"+"	"PM00185"	"malSp"
3754558	"-"	"PM00187"	"aldBp"
1292181	"-"	"PM00191"	"hnsp"
2337479	"-"	"PM00192"	"gyrAp"
3530701	"+"	"PM00193"	"pckp"
357997	"+"	"PM00194"	"cynTp"
357933	"-"	"PM00195"	"cynRp"
2541579	"-"	"PM00196"	"cysPp"
2874390	"-"	"PM00198"	"cysDp"
2511031	"+"	"PM00199"	"nupCp"
2477143	"+"	"PM00200"	"dsdAp"
2475768	"-"	"PM00201"	"dsdCp"
3243024	"+"	"PM00202"	"exuTp2"
4516305	"-"	"PM00207"	"fecIp"
4297430	"-"	"PM00208"	"fdhFp"
2848483	"-"	"PM00209"	"hycAp"
2848649	"+"	"PM00210"	"hypAp"
4328343	"+"	"PM00212"	"proPp1"
1277000	"-"	"PM00214"	"narXp"
1545396	"+"	"PM00217"	"fdnGp"
1165215	"+"	"PM00218"	"ndhp"
4345371	"-"	"PM00219"	"fumBp"
4366455	"-"	"PM00220"	"aspAp"
2261619	"-"	"PM00221"	"fruBp"
1785185	"-"	"PM00222"	"ppsp"
611890	"-"	"PM00225"	"fepAp"
623950	"-"	"PM00226"	"fepBp"
621457	"-"	"PM00227"	"fepDp1"
624054	"+"	"PM00228"	"entCp"
1309078	"+"	"PM00229"	"tonBp"
2238588	"-"	"PM00231"	"mglBp"
2175256	"-"	"PM00232"	"gatYp"
3048794	"-"	"PM00233"	"gcvTp"
2940661	"-"	"PM00234"	"gcvAp"
847270	"-"	"PM00235"	"glnHp2"
4116184	"-"	"PM00238"	"glpFp"
1793745	"-"	"PM00241"	"ihfAp4"
962972	"+"	"PM00242"	"ihfBp"
848173	"-"	"PM00243"	"dpsp"
3534707	"-"	"PM00247"	"ompRp2"
148	"+"	"PM00249"	"thrLp"
83735	"-"	"PM00250"	"leuLp"
1229961	"+"	"PM00251"	"umuDp"
931551	"+"	"PM00252"	"lrpp"
3352531	"+"	"PM00254"	"gltBp"
3597785	"-"	"PM00256"	"livJp"
3595778	"-"	"PM00257"	"livKp1"
2976973	"-"	"PM00258"	"lysAp"
2976972	"+"	"PM00259"	"lysRp"
1697252	"-"	"PM00260"	"malIp"
4112522	"-"	"PM00262"	"fprp"
2248828	"+"	"PM00264"	"nfop"
1617117	"+"	"PM00265"	"marRp"
3150097	"+"	"PM00267"	"metCp"
2683596	"-"	"PM00268"	"glyAp"
3770211	"+"	"PM00272"	"mtlAp"
2708379	"+"	"PM00273"	"nadBp"
989637	"-"	"PM00274"	"pncBp"
1899957	"+"	"PM00276"	"manXp"
354108	"+"	"PM00278"	"codBp"
1297636	"-"	"PM00279"	"adhEp1"
4285694	"+"	"PM00280"	"nrfAp"
17458	"+"	"PM00282"	"nhaAp1"
4323229	"-"	"PM00284"	"phnCp"
3909591	"-"	"PM00285"	"pstSp"
1261400	"-"	"PM00287"	"prsp"
3084070	"-"	"PM00288"	"speAp"
2632129	"-"	"PM00289"	"guaBp"
3931345	"+"	"PM00290"	"rbsDp"
2135607	"-"	"PM00291"	"wzap"
4098589	"-"	"PM00293"	"rhaTp"
1934400	"-"	"PM00295"	"zwfp"
102867	"+"	"PM00296"	"ftsQp1"
4275446	"-"	"PM00297"	"soxSp"
1057279	"+"	"PM00298"	"torCp"
4464233	"-"	"PM00299"	"treBp"
4095495	"-"	"PM00303"	"rhaBp"
4352828	"-"	"PM00305"	"lysUp1"
1299109	"+"	"PM00306"	"oppAp"
1894833	"+"	"PM00307"	"sdaAp"
3056478	"-"	"PM00308"	"serAp1"
4056130	"-"	"PM00312"	"glnAp2"
1932737	"-"	"PM00313"	"eddp1"
3575668	"-"	"PM00314"	"gntKp"
3544427	"+"	"PM00315"	"gntTp1"
12048	"+"	"PM00316"	"dnaKp1"
12123	"+"	"PM00317"	"dnaKp2"
28343	"+"	"PM00318"	"dapBp1"
30775	"+"	"PM00319"	"carBp"
49799	"+"	"PM00320"	"folAp"
85420	"+"	"PM00321"	"ilvIp4"
85453	"+"	"PM00322"	"ilvIp3"
85540	"+"	"PM00323"	"ilvIp2"
122034	"+"	"PM00324"	"pdhRp"
122969	"+"	"PM00325"	"aceEp"
127717	"+"	"PM00326"	"lpdAp"
180845	"+"	"PM00327"	"degPp"
185977	"-"	"PM00328"	"dapDp"
218837	"-"	"PM00329"	"proSp"
235934	"+"	"PM00330"	"dnaQp1"
236017	"+"	"PM00331"	"dnaQp2"
236041	"-"	"PM00332"	"rnhAp"
255776	"-"	"PM00333"	"pepDp2"
255809	"-"	"PM00334"	"pepDp1"
366762	"-"	"PM00335"	"lacIp"
424209	"+"	"PM00336"	"queAp"
431315	"-"	"PM00337"	"tsxp2"
431469	"-"	"PM00338"	"tsxp1"
455801	"+"	"PM00339"	"clpPp1"
494299	"+"	"PM00340"	"htpGp1"
494308	"+"	"PM00341"	"htpGp2"
496363	"+"	"PM00342"	"adkp"
611910	"+"	"PM00343"	"fesp"
698445	"-"	"PM00344"	"asnBp"
699575	"-"	"PM00345"	"nagDp"
705283	"+"	"PM00347"	"glnSp1"
709946	"-"	"PM00348"	"furpb"
753893	"-"	"PM00349"	"gltAp2"
754627	"+"	"PM00350"	"sdhDp2"
812375	"+"	"PM00351"	"uvrBp3"
847421	"-"	"PM00352"	"glnHp1"
953716	"-"	"PM00353"	"focAp1"
954037	"-"	"PM00354"	"focAp3"
961082	"+"	"PM00355"	"rpsAp3"
984966	"-"	"PM00356"	"aspCp"
1019410	"-"	"PM00357"	"ompAp2"
1078402	"+"	"PM00358"	"putPp2"
1078408	"+"	"PM00359"	"putPp3"
1078433	"+"	"PM00360"	"putPp4"
1078514	"+"	"PM00361"	"putPp5"
1084088	"+"	"PM00362"	"phoHp1"
1145872	"+"	"PM00363"	"yceDp1"
1146014	"+"	"PM00364"	"yceDp2"
1246648	"-"	"PM00365"	"treAp"
1262806	"+"	"PM00366"	"hemAp2"
1262899	"+"	"PM00367"	"hemAp1"
1317968	"-"	"PM00368"	"trpCp"
1339894	"+"	"PM00369"	"pyrFp"
1496767	"+"	"PM00370"	"rimLp"
1686575	"+"	"PM00371"	"manAp"
1733347	"+"	"PM00372"	"sodBp"
1755407	"+"	"PM00373"	"lpp"
1797325	"-"	"PM00374"	"pheMp"
1797787	"-"	"PM00375"	"rplTp"
1799370	"-"	"PM00376"	"infCp"
1804375	"+"	"PM00377"	"pfkBp1"
1811838	"+"	"PM00378"	"katEp"
1840332	"+"	"PM00379"	"gdhAp1"
1860642	"+"	"PM00380"	"gapAp2"
1910642	"-"	"PM00381"	"htpXp"
1930808	"-"	"PM00382"	"edap3"
1930823	"-"	"PM00383"	"edap2"
1931133	"-"	"PM00384"	"edap1"
1944040	"-"	"PM00385"	"ruvAp2"
1944048	"-"	"PM00386"	"ruvAp1"
1987526	"+"	"PM00387"	"tyrPp2"
1992903	"-"	"PM00388"	"uvrCp3"
1993430	"-"	"PM00389"	"uvrYp2"
2053055	"+"	"PM00391"	"amnp1"
2080752	"+"	"PM00396"	"sbcBp"
2091384	"+"	"PM00398"	"hisBp"
2099348	"-"	"PM00399"	"gndp"
2311106	"+"	"PM00401"	"micFp"
2428792	"-"	"PM00403"	"cvpAp2"
2435906	"-"	"PM00405"	"pdxBp"
2435934	"+"	"PM00406"	"flKp"
2439663	"-"	"PM00407"	"fabBp"
2531523	"+"	"PM00409"	"ptsHp4"
2531623	"+"	"PM00410"	"ptsHp2"
2533502	"+"	"PM00411"	"crrp2"
2533632	"+"	"PM00412"	"crrpI"
2597806	"-"	"PM00413"	"dapAp"
2638664	"-"	"PM00414"	"hisSp"
2683819	"+"	"PM00415"	"hmpAp"
2705218	"-"	"PM00416"	"lepAp"
2714760	"+"	"PM00417"	"ungp"
2732227	"-"	"PM00418"	"clpBp"
2735601	"+"	"PM00419"	"pheLp"
2748769	"-"	"PM00420"	"grpEp"
2802585	"+"	"PM00421"	"proVp1"
2802621	"+"	"PM00422"	"proVp2"
2802777	"+"	"PM00423"	"proVp3"
2820112	"-"	"PM00424"	"alaSp"
2907739	"-"	"PM00425"	"pyrGp2"
2907819	"-"	"PM00426"	"pyrGp1"
2911851	"-"	"PM00427"	"relAp1"
2957033	"-"	"PM00428"	"ptrAp"
3081968	"-"	"PM00429"	"speBp"
3098812	"-"	"PM00430"	"ansBp1"
3208668	"+"	"PM00433"	"rpsUp1"
3208734	"+"	"PM00434"	"rpsUp2"
3210495	"+"	"PM00435"	"rpoDp1"
3210659	"+"	"PM00436"	"rpoDp2"
3210710	"+"	"PM00437"	"rpoDp3"
3309348	"-"	"PM00438"	"pnpp"
3309808	"-"	"PM00439"	"rpsOp"
3316319	"-"	"PM00440"	"metYp1"
3325753	"-"	"PM00441"	"rlmEp2"
3382624	"+"	"PM00442"	"argRp2"
3446244	"-"	"PM00443"	"rplNp"
3451464	"-"	"PM00444"	"rpsJp"
3472643	"-"	"PM00445"	"rpsLp"
3488873	"-"	"PM00446"	"pabAp1"
3489669	"-"	"PM00447"	"yhfGp"
3590401	"-"	"PM00448"	"ugpBp1"
3590449	"-"	"PM00449"	"ugpBp2"
3638006	"+"	"PM00451"	"uspAp1"
3717912	"+"	"PM00452"	"cspAp1"
3717963	"+"	"PM00453"	"cspAp2"
3780704	"-"	"PM00454"	"cysEp"
3814603	"-"	"PM00455"	"rphp1"
3878173	"-"	"PM00457"	"gyrBp"
3879864	"-"	"PM00458"	"recFp1"
3879884	"-"	"PM00459"	"recFp2"
3880371	"-"	"PM00461"	"dnaNp4"
3880585	"-"	"PM00462"	"dnaNp3"
3880613	"-"	"PM00463"	"dnaNp2"
3880756	"-"	"PM00464"	"dnaNp1"
3881905	"-"	"PM00465"	"dnaAp2"
3881984	"-"	"PM00466"	"dnaAp1"
3882088	"+"	"PM00467"	"rpmHp3"
3882134	"+"	"PM00468"	"rpmHp1"
3882260	"+"	"PM00469"	"rpmHp2"
3920157	"-"	"PM00471"	"atpBp2"
3920293	"-"	"PM00472"	"atpBp1"
3920548	"-"	"PM00473"	"atpIp"
3948241	"+"	"PM00474"	"ilvLp1"
3948313	"+"	"PM00475"	"ilvLp2"
3950411	"+"	"PM00476"	"ilvEp3"
3953258	"+"	"PM00477"	"ilvAp"
3958670	"+"	"PM00478"	"rep"
3963670	"+"	"PM00479"	"trxAp1"
