ID	Name	Symbol	Type	Coordinate	Length	Direction	Expression	Half life (s)	Product	Splices	(absolute nt position, old, new)	Comments
EG10840	undecaprenyl-phosphate &alpha;-N-acetylglucosaminyl transferase	rfe	mRNA	3965939	1104	+	0.0000495005	270.0	GLCNACPTRANS-MONOMER	[]	[]	
EG10841	flagellar cap protein FliD; filament capping protein; enables filament assembly	fliD	mRNA	2001896	1407	+	0.0006062247	498.00000000000006	EG10841-MONOMER	[]	[]	
EG10842	RhaR transcriptional activator	rhaR	mRNA	4096669	849	+	0.0000058995	294.0	PD00222	[]	[]	
EG10843	RhaS	rhaS	mRNA	4095759	837	+	0.0000060512	498.00000000000006	PD00221	[]	[]	
EG10844	RhlB	rhlB	mRNA	3963653	1266	-	0.0002267069	198.0	EG10844-MONOMER	[]	[]	
EG10845	transcription termination factor Rho monomer;  polarity suppressor	rho	mRNA	3964440	1260	+	0.0000553409	132.0	EG10845-MONOMER	[]	[]	
EG10846	RhsA protein in rhs element	rhsA	mRNA	3760206	4134	+	0.0000086072	354.0	EG10846-MONOMER	[]	[]	
EG10847	RhsB protein in rhs element	rhsB	mRNA	3617215	4236	+	0.0000052857	312.0	EG10847-MONOMER	[]	[]	
EG10848	RhsC protein in rhs element	rhsC	mRNA	728806	4194	+	0.0000054779	344.81999999999999	EG10848-MONOMER	[]	[]	
EG10849	RhsD protein in rhs element	rhsD	mRNA	522485	4281	+	0.0000145354	344.81999999999999	EG10849-MONOMER	[]	[]	
EG10850	ribosomal-protein-S18-alanine N-acetyltransferase	rimI	mRNA	4606208	447	+	0.0001021033	408.0	EG10850-MONOMER	[]	[]	
EG10851	ribosomal-protein-S5-alanine N-acetyltransferase	rimJ	mRNA	1124785	585	+	0.0001748965	174.0	EG10851-MONOMER	[]	[]	
EG10852	ribosomal protein S6 modification protein	rimK	mRNA	891190	903	+	0.0000380202	264.0	EG10852-MONOMER	[]	[]	
EG10853	ribosomal-protein-L12-serine acetyltransferase	rimL	mRNA	1496962	540	+	0.0000273914	264.0	EG10853-MONOMER	[]	[]	
EG10854	rare lipoprotein RlpA	rlpA	mRNA	664413	1089	-	0.0001441363	174.0	EG10854-MONOMER	[]	[]	
EG10855	outer membrane lipopolysaccharide transport and assembly complex - LptE subunit	lptE	mRNA	671409	582	-	0.0001586110	156.0	EG10855-MONOMER	[]	[]	
EG10856	RNase I	rna	mRNA	644226	807	-	0.0000816752	324.0	EG10856-MONOMER	[]	[]	
EG10857	RNase III	rnc	mRNA	2702085	681	-	0.0001533590	240.0	EG10857-MONOMER	[]	[]	
EG10858	RNase D	rnd	mRNA	1886015	1128	-	0.0000417177	342.0	EG10858-MONOMER	[]	[]	
EG10859	RNase E	rne	mRNA	1143590	3186	-	0.0001600475	344.81999999999999	EG10859-MONOMER	[]	[]	
EG10860	RNase HI	rnhA	mRNA	236002	468	-	0.0000941233	324.0	EG10860-MONOMER	[]	[]	
EG10861	RNAse HII	rnhB	mRNA	204493	597	+	0.0000935618	324.0	EG10861-MONOMER	[]	[]	
EG10862	RNase P protein component; processes tRNA	rnpA	mRNA	3882516	360	+	0.0004375042	198.0	EG10862-MONOMER	[]	[]	
EG10863	RNase PH monomer	rph	mRNA	3814572	687	-	0.0000725470	564.0	EG10863-MONOMER	[]	[]	
EG10864	50S ribosomal subunit protein L1	rplA	mRNA	4176902	705	+	0.0029385296	210.0	EG10864-MONOMER	[]	[]	
EG10865	50S ribosomal subunit protein L2	rplB	mRNA	3449386	822	-	0.0013702411	468.0	EG10865-MONOMER	[]	[]	
EG10866	50S ribosomal subunit protein L3	rplC	mRNA	3450948	630	-	0.0021581958	312.0	EG10866-MONOMER	[]	[]	
EG10867	50S ribosomal subunit protein L4	rplD	mRNA	3450308	606	-	0.0018268161	360.0	EG10867-MONOMER	[]	[]	
EG10868	50S ribosomal subunit protein L5	rplE	mRNA	3445460	540	-	0.0034239630	192.0	EG10868-MONOMER	[]	[]	
EG10869	50S ribosomal subunit protein L6	rplF	mRNA	3444162	534	-	0.0021137433	204.0	EG10869-MONOMER	[]	[]	
EG10870	50S ribosomal subunit protein L9	rplI	mRNA	4424131	450	+	0.0004851771	336.0	EG10870-MONOMER	[]	[]	
EG10871	50S ribosomal subunit protein L10	rplJ	mRNA	4178019	498	+	0.0028842374	234.0	EG10871-MONOMER	[]	[]	
EG10872	50S ribosomal subunit protein L11	rplK	mRNA	4176470	429	+	0.0031681297	180.0	EG10872-MONOMER	[]	[]	
EG10873	50S ribosomal subunit protein L12	rplL	mRNA	4178583	366	+	0.0020784865	344.81999999999999	EG10873-MONOMER	[]	[]	
EG10874	50S ribosomal subunit protein L13	rplM	mRNA	3376673	429	-	0.0024859320	270.0	EG10874-MONOMER	[]	[]	
EG10875	50S ribosomal subunit protein L14	rplN	mRNA	3446171	372	-	0.0023959091	344.81999999999999	EG10875-MONOMER	[]	[]	
EG10876	50S ribosomal subunit protein L15	rplO	mRNA	3442561	435	-	0.0027337228	384.0	EG10876-MONOMER	[]	[]	
EG10877	50S ribosomal subunit protein L16	rplP	mRNA	3447191	411	-	0.0015359250	344.81999999999999	EG10877-MONOMER	[]	[]	
EG10878	50S ribosomal subunit protein L17	rplQ	mRNA	3438021	384	-	0.0020587227	344.81999999999999	EG10878-MONOMER	[]	[]	
EG10879	50S ribosomal subunit protein L18	rplR	mRNA	3443619	354	-	0.0016399285	270.0	EG10879-MONOMER	[]	[]	
EG10880	50S ribosomal subunit protein L19	rplS	mRNA	2742552	348	-	0.0012883129	384.0	EG10880-MONOMER	[]	[]	
EG10881	50S ribosomal subunit protein L20	rplT	mRNA	1797773	357	-	0.0010566019	588.0	EG10881-MONOMER	[]	[]	
EG10882	50S ribosomal subunit protein L22	rplV	mRNA	3448255	333	-	0.0023369955	564.0	EG10882-MONOMER	[]	[]	
EG10883	50S ribosomal subunit protein L23	rplW	mRNA	3449706	303	-	0.0021016797	396.0	EG10883-MONOMER	[]	[]	
EG10884	50S ribosomal subunit protein L24	rplX	mRNA	3445789	315	-	0.0029745941	344.81999999999999	EG10884-MONOMER	[]	[]	
EG10885	50S ribosomal subunit protein L25	rplY	mRNA	2280539	285	+	0.0020397463	390.0	EG10885-MONOMER	[]	[]	
EG10886	50S ribosomal subunit protein L28	rpmB	mRNA	3809697	237	-	0.0036698114	204.0	EG10886-MONOMER	[]	[]	
EG10887	50S ribosomal subunit protein L29	rpmC	mRNA	3446781	192	-	0.0006676085	344.81999999999999	EG10887-MONOMER	[]	[]	
EG10888	50S ribosomal subunit protein L30	rpmD	mRNA	3442744	180	-	0.0014300888	558.0	EG10888-MONOMER	[]	[]	
EG10889	50S ribosomal subunit protein L31	rpmE	mRNA	4125036	213	+	0.0017298249	348.0	EG10889-MONOMER	[]	[]	
EG10890	50S ribosomal subunit protein L32	rpmF	mRNA	1146590	174	+	0.0017326102	330.0	EG10890-MONOMER	[]	[]	
EG10891	50S ribosomal subunit protein L33	rpmG	mRNA	3809440	168	-	0.0033095701	210.0	EG10891-MONOMER	[]	[]	
EG10892	50S ribosomal subunit protein L34	rpmH	mRNA	3882359	141	+	0.0007233254	270.0	EG10892-MONOMER	[]	[]	
EG10893	RNA polymerase	rpoA	mRNA	3439051	990	-	0.0032064838	344.81999999999999	EG10893-MONOMER	[]	[]	
EG10894	RNA polymerase	rpoB	mRNA	4179268	4029	+	0.0005219817	344.81999999999999	RPOB-MONOMER	[]	[]	
EG10895	RNA polymerase	rpoC	mRNA	4183373	4224	+	0.0001162340	344.81999999999999	RPOC-MONOMER	[]	[]	
EG10896	RNA polymerase	rpoD	mRNA	3211069	1842	+	0.0001231350	144.0	RPOD-MONOMER	[]	[]	
EG10897	RNA polymerase	rpoH	mRNA	3598806	855	-	0.0000981040	216.0	RPOH-MONOMER	[]	[]	
EG10898	RNA polymerase	rpoN	mRNA	3342739	1434	+	0.0003747160	192.0	RPON-MONOMER	[]	[]	
EG10899	RNA polymerase	rpoZ	mRNA	3820129	276	+	0.0003523962	198.0	EG10899-MONOMER	[]	[]	
EG10900	30S ribosomal subunit protein S1	rpsA	mRNA	961218	1674	+	0.0026242885	252.0	EG10900-MONOMER	[]	[]	
EG10901	30S ribosomal subunit protein S2	rpsB	mRNA	189874	726	+	0.0015869851	264.0	EG10901-MONOMER	[]	[]	
EG10902	30S ribosomal subunit protein S3	rpsC	mRNA	3447905	702	-	0.0019223017	750.0	EG10902-MONOMER	[]	[]	
EG10903	30S ribosomal subunit protein S4	rpsD	mRNA	3439697	621	-	0.0030838614	344.81999999999999	EG10903-MONOMER	[]	[]	
EG10904	30S ribosomal subunit protein S5	rpsE	mRNA	3443251	504	-	0.0020101849	288.0	EG10904-MONOMER	[]	[]	
EG10905	30S ribosomal subunit protein S6	rpsF	mRNA	4423141	396	+	0.0016402944	378.0	EG10905-MONOMER	[]	[]	
EG10906	30S ribosomal subunit protein S7	rpsG	mRNA	3472103	540	-	0.0024399957	344.81999999999999	EG10906-MONOMER	[]	[]	
EG10907	30S ribosomal subunit protein S8	rpsH	mRNA	3444567	393	-	0.0022541248	180.0	EG10907-MONOMER	[]	[]	
EG10908	30S ribosomal subunit protein S9	rpsI	mRNA	3376229	393	-	0.0012895589	245.99999999999997	EG10908-MONOMER	[]	[]	
EG10909	30S ribosomal subunit protein S10	rpsJ	mRNA	3451292	312	-	0.0024826273	306.0	EG10909-MONOMER	[]	[]	
EG10910	30S ribosomal subunit protein S11	rpsK	mRNA	3440120	390	-	0.0032229969	402.0	EG10910-MONOMER	[]	[]	
EG10911	30S ribosomal subunit protein S12	rpsL	mRNA	3472574	375	-	0.0031221598	480.0	EG10911-MONOMER	[]	[]	
EG10912	30S ribosomal subunit protein S13	rpsM	mRNA	3440493	357	-	0.0029625372	378.0	EG10912-MONOMER	[]	[]	
EG10913	30S ribosomal subunit protein S14	rpsN	mRNA	3444906	306	-	0.0017022345	180.0	EG10913-MONOMER	[]	[]	
EG10914	30S ribosomal subunit protein S15	rpsO	mRNA	3309706	270	-	0.0005005116	294.0	EG10914-MONOMER	[]	[]	
EG10915	30S ribosomal subunit protein S16	rpsP	mRNA	2744207	249	-	0.0015433352	348.0	EG10915-MONOMER	[]	[]	
EG10916	30S ribosomal subunit protein S17	rpsQ	mRNA	3446590	255	-	0.0013881670	344.81999999999999	EG10916-MONOMER	[]	[]	
EG10917	30S ribosomal subunit protein S18	rpsR	mRNA	4423862	228	+	0.0011546233	372.0	EG10917-MONOMER	[]	[]	
EG10918	30S ribosomal subunit protein S19	rpsS	mRNA	3448548	279	-	0.0020050037	420.0	EG10918-MONOMER	[]	[]	
EG10919	30S ribosomal subunit protein S20	rpsT	mRNA	21078	264	-	0.0019446165	144.0	EG10919-MONOMER	[]	[]	
EG10920	30S ribosomal subunit protein S21	rpsU	mRNA	3208803	216	+	0.0010266207	162.0	EG10920-MONOMER	[]	[]	
EG10921	ferritin iron storage protein	ftnA	mRNA	1986740	498	+	0.0003869011	258.0	EG10921-MONOMER	[]	[]	
EG10922	pantothenate kinase monomer	coaA	mRNA	4173049	951	-	0.0000713752	354.0	PANTOTHENATE-KIN-MONOMER	[]	[]	
EG10925	Holliday junction nuclease; resolution of structures; repair	ruvC	mRNA	1945400	522	-	0.0000990145	240.0	EG10925-MONOMER	[]	[]	
EG10926	exonuclease I	sbcB	mRNA	2080780	1428	+	0.0000393792	504.0	EG10926-MONOMER	[]	[]	
EG10927	ATP-dependent dsDNA exonuclease	sbcC	mRNA	414977	3147	-	0.0000270256	234.0	EG10927-MONOMER	[]	[]	
EG10928	peptide antibiotic transporter	sbmA	mRNA	395863	1221	+	0.0000433987	288.0	SBMA-MONOMER	[]	[]	
EG10929	sulfate / thiosulfate ABC transporter - periplasmic binding protein Sbp	sbp	mRNA	4106857	990	+	0.0000939968	348.0	SBP-MONOMER	[]	[]	
EG10930	L-serine deaminase I	sdaA	mRNA	1894956	1365	+	0.0000219910	258.0	LSERINEDEAM1-MONOMER	[]	[]	
EG10931	succinate dehydrogenase flavoprotein	sdhA	mRNA	755130	1767	+	0.0004813312	282.0	SDH-FLAVO	[]	[]	
EG10932	succinate dehydrogenase iron-sulfur protein	sdhB	mRNA	756912	717	+	0.0002588394	384.0	SDH-FE-S	[]	[]	
EG10933	succinate dehydrogenase membrane protein	sdhC	mRNA	754400	390	+	0.0003618515	348.0	SDH-MEMB1	[]	[]	
EG10934	succinate dehydrogenase membrane protein	sdhD	mRNA	754783	348	+	0.0003850548	366.0	SDH-MEMB2	[]	[]	
EG10935	SdiA DNA-binding transcriptional dual regulator	sdiA	mRNA	1994856	723	-	0.0000274521	264.0	PD02198	[]	[]	
EG10936	SecA	secA	mRNA	108279	2706	+	0.0001176503	156.0	SECA	[]	[]	
EG10937	SecB	secB	mRNA	3782151	468	-	0.0002911946	216.0	SECB	[]	[]	
EG10938	SecD	secD	mRNA	426871	1848	+	0.0001630824	168.0	SECD	[]	[]	
EG10939	SecE	secE	mRNA	4175381	384	+	0.0003933805	270.0	SECE	[]	[]	
EG10940	SecF	secF	mRNA	428729	972	+	0.0001831867	294.0	SECF	[]	[]	
EG10941	selenocysteine synthase	selA	mRNA	3759272	1392	-	0.0000837862	216.0	EG10941-MONOMER	[]	[]	
EG10942	selenocysteyl-tRNA-specific translation elongation factor	selB	mRNA	3757884	1845	-	0.0000426737	174.0	EG10942-MONOMER	[]	[]	
EG10943	selenide	selD	mRNA	1846032	1044	-	0.0000882795	210.0	EG10943-MONOMER	[]	[]	
EG10944	SerA	serA	mRNA	3056432	1233	-	0.0008034275	102.0	PGLYCDEHYDROG-MONOMER	[]	[]	
EG10945	phosphoserine phosphatase	serB	mRNA	4622918	969	+	0.0000788477	234.0	PSERPHOSPHA-MONOMER	[]	[]	
EG10946	SerC	serC	mRNA	956876	1089	+	0.0004718573	120.0	PSERTRANSAM-MONOMER	[]	[]	
EG10947	seryl-tRNA synthetase	serS	mRNA	938651	1293	+	0.0001614823	156.0	SERS-MONOMER	[]	[]	
EG10948	malate dehydrogenase	maeA	mRNA	1553693	1698	-	0.0000941705	168.0	MALIC-NAD-MONOMER	[]	[]	
EG10949	predicted DNA-binding transcriptional regulator of maltose metabolism	sfsA	mRNA	161486	705	-	0.0001415095	288.0	EG10949-MONOMER	[]	[]	
EG10950	soluble lytic murein transglycosylase	slt	mRNA	4628756	1938	+	0.0000333229	264.0	EG10950-MONOMER	[]	[]	
EG10951	membrane protein	ytjB	mRNA	4622812	645	-	0.0000624055	474.0	EG10951-MONOMER	[]	[]	
EG10952	Outer Membrane Protein Assembly Complex - BamE subunit	bamE	mRNA	2751627	342	+	0.0003206953	168.0	EG10952-MONOMER	[]	[]	
EG10953	SodA	sodA	mRNA	4098833	621	+	0.0008709198	708.0	SUPEROX-DISMUTMN-MONOMER	[]	[]	
EG10954	SodB	sodB	mRNA	1733402	582	+	0.0008789083	528.0	SUPEROX-DISMUTFE-MONOMER	[]	[]	
EG10955	PrlF antitoxin	prlF	mRNA	3275024	336	+	0.0001221605	234.0	EG10955-MONOMER	[]	[]	
EG10956	predicted inner membrane peptidase	sohB	mRNA	1327356	1050	+	0.0001075341	264.0	EG10956-MONOMER	[]	[]	
EG10957	SoxR DNA-binding transcriptional dual regulator	soxR	mRNA	4275492	465	+	0.0000125779	270.0	PD04132	[]	[]	
EG10958	SoxS DNA-binding transcriptional dual regulator	soxS	mRNA	4275406	324	-	0.0000722401	318.0	PD00406	[]	[]	
EG10959	SpeA	speA	mRNA	3083933	1977	-	0.0001188895	306.0	ARGDECARBOXBIO-MONOMER	[]	[]	
EG10960	SpeB	speB	mRNA	3081819	921	-	0.0001158058	344.81999999999999	AGMATIN-MONOMER	[]	[]	
EG10961	SpeC	speC	mRNA	3107177	2136	-	0.0000508190	204.0	ORNDECARBOX-BIO-MONOMER	[]	[]	
EG10962	adenosylmethionine decarboxylase	speD	mRNA	135582	795	-	0.0003824684	582.0	SPED-MONOMER	[]	[]	
EG10963	SpeE	speE	mRNA	136464	867	-	0.0005457616	264.0	SPERMIDINESYN-MONOMER	[]	[]	
EG10964	SpeF	speF	mRNA	719683	2199	-	0.0000309119	474.0	ORNDECARBOXDEG-MONOMER	[]	[]	
EG10965	Gmk	gmk	mRNA	3819451	624	+	0.0002518424	174.0	GUANYL-KIN-MONOMER	[]	[]	
EG10966	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase [multifunctional]	spoT	mRNA	3820423	2109	+	0.0001137117	204.0	SPOT-MONOMER	[]	[]	
EG10967	tRNA (Gm18) 2'-O-methyltransferase	trmH	mRNA	3822538	690	+	0.0000776439	132.0	EG10967-MONOMER	[]	[]	
EG10968	protease IV	sppA	mRNA	1846861	1857	+	0.0000574131	204.0	EG10968-MONOMER	[]	[]	
EG10969	glucitol/sorbitol PTS permease - SrlE subunit	srlE	mRNA	2824414	960	+	0.0000025476	456.0	GUTA-MONOMER	[]	[]	
EG10970	glucitol/sorbitol PTS permease - SrlB subunit	srlB	mRNA	2825384	372	+	0.0000255300	456.0	GUTB-MONOMER	[]	[]	
EG10971	SrlD	srlD	mRNA	2825759	780	+	0.0000170324	414.0	SORB6PDEHYDROG-MONOMER	[]	[]	
EG10972	GutM DNA-binding transcriptional activator	gutM	mRNA	2826643	360	+	0.0000072348	378.0	PD00345	[]	[]	
EG10973	D-arabinose 5-phosphate isomerase	gutQ	mRNA	2827835	966	+	0.0000076900	344.81999999999999	EG10973-MONOMER	[]	[]	
EG10974	GutR DNA-binding transcriptional repressor	srlR	mRNA	2827069	774	+	0.0000274066	360.0	PD00283	[]	[]	
EG10975	SrmB	srmB	mRNA	2710918	1335	+	0.0000783520	552.0	EG10975-MONOMER	[]	[]	
EG10976	ssDNA-binding protein	ssb	mRNA	4272148	537	+	0.0001622545	192.0	EG10976-MONOMER	[]	[]	
EG10977	stringent starvation protein A	sspA	mRNA	3375442	639	-	0.0002456849	162.0	EG10977-MONOMER	[]	[]	
EG10978	SspB	sspB	mRNA	3374798	498	-	0.0002091939	162.0	EG10978-MONOMER	[]	[]	
EG10979	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	sucA	mRNA	757929	2802	+	0.0002553864	344.81999999999999	E1O-MONOMER	[]	[]	
EG10980	SucB	sucB	mRNA	760745	1218	+	0.0005002654	1050.0	E2O-MONOMER	[]	[]	
EG10981	succinyl-CoA synthetase	sucC	mRNA	762237	1167	+	0.0008347441	344.81999999999999	SUCCCOASYN-BETA	[]	[]	
EG10982	succinyl-CoA synthetase	sucD	mRNA	763403	870	+	0.0002184351	344.81999999999999	SUCCCOASYN-ALPHA	[]	[]	
EG10983	inositol monophosphatase	suhB	mRNA	2661464	804	+	0.0000570590	396.0	EG10983-MONOMER	[]	[]	
EG10984	SOS cell division inhibitor	sulA	mRNA	1020142	510	-	0.0000521965	264.0	EG10984-MONOMER	[]	[]	
EG10985	peptidyl-prolyl <i>cis-trans</i> isomerase (PPIase)	surA	mRNA	54702	1287	-	0.0002436954	102.0	EG10985-MONOMER	[]	[]	
EG10986	3-methyl-adenine DNA glycosylase I	tag	mRNA	3711115	564	+	0.0000476425	192.0	EG10986-MONOMER	[]	[]	
EG10987	methyl accepting chemotaxis protein - dipeptide sensing	tap	mRNA	1969008	1602	-	0.0003149543	630.0	TAP-MONOMER	[]	[]	
EG10988	methyl accepting chemotaxis protein II - aspartate sensing	tar	mRNA	1970715	1662	-	0.0009440114	344.81999999999999	TAR-MONOMER	[]	[]	
EG10989	TdcA DNA-binding transcriptional activator	tdcA	mRNA	3265087	939	-	0.0000042707	344.81999999999999	PD00268	[]	[]	
EG10990	TdcB	tdcB	mRNA	3264050	990	-	0.0000046973	360.0	THREDEHYDCAT-MONOMER	[]	[]	
EG10991	serine / threonine:H<sup>+</sup> symporter TdcC	tdcC	mRNA	3263039	1332	-	0.0000216724	438.0	TDCC-MONOMER	[]	[]	
EG10992	TdcR DNA-binding transcriptional activator	tdcR	mRNA	3265402	219	+	0.0000015394	324.0	PD03292	[]	[]	
EG10993	Tdh	tdh	mRNA	3789368	1026	-	0.0000485428	444.0	THREODEHYD-MONOMER	[]	[]	
EG10994	thymidine kinase / deoxyuridine kinase	tdk	mRNA	1292750	618	+	0.0000685157	312.0	TDK-MONOMER	[]	[]	
EG10995	TesB	tesB	mRNA	474385	861	-	0.0000252485	216.0	THIOESTERII-MONOMER	[]	[]	
EG10996	tRNA-guanine transglycosylase monomer	tgt	mRNA	425361	1128	+	0.0004168114	252.0	EG10996-MONOMER	[]	[]	
EG10997	GTP-binding protein with a role in modification of tRNA	mnmE	mRNA	3884851	1365	+	0.0000769864	245.99999999999997	EG10997-MONOMER	[]	[]	
EG10998	ThrA	thrA	mRNA	337	2463	+	0.0005282993	174.0	ASPKINIHOMOSERDEHYDROGI-MONOMER	[]	[]	
EG10999	ThrB	thrB	mRNA	2801	933	+	0.0002566476	180.0	HOMOSERKIN-MONOMER	[]	[]	
EG11000	threonine synthase	thrC	mRNA	3734	1287	+	0.0003193700	186.0	THRESYN-MONOMER	[]	[]	
EG11001	threonyl-tRNA synthetase	thrS	mRNA	1800594	1929	-	0.0006078197	344.81999999999999	THRS-MONOMER	[]	[]	
EG11002	thymidylate synthase	thyA	mRNA	2963177	795	-	0.0001782972	168.0	THYMIDYLATESYN-MONOMER	[]	[]	
EG11003	trigger factor; a molecular chaperone involved in cell division	tig	mRNA	454357	1299	+	0.0007673732	138.0	EG11003-MONOMER	[]	[]	
EG11004	oligopeptidase B	ptrB	mRNA	1926863	2061	-	0.0000128594	228.0	EG11004-MONOMER	[]	[]	
EG11005	TnaA	tnaA	mRNA	3886753	1416	+	0.0000143516	306.0	TRYPTOPHAN-MONOMER	[]	[]	
EG11006	tryptophan:H<sup>+</sup> symporter TnaB	tnaB	mRNA	3888259	1248	+	0.0000065486	570.0	TNAB-MONOMER	[]	[]	
EG11007	TolA	tolA	mRNA	775565	1266	+	0.0001752775	174.0	EG11007-MONOMER	[]	[]	
EG11008	TolB	tolB	mRNA	776963	1293	+	0.0004852243	264.0	EG11008-MONOMER	[]	[]	
EG11009	TolC monomer	tolC	mRNA	3176137	1482	+	0.0002005226	390.0	EG11009-MONOMER	[]	[]	
EG11010	TolQ	tolQ	mRNA	774376	693	+	0.0002055015	245.99999999999997	EG11010-MONOMER	[]	[]	
EG11011	TolR	tolR	mRNA	775072	429	+	0.0002209743	270.0	EG11011-MONOMER	[]	[]	
EG11012	TonB energy transducing system - TonB subunit	tonB	mRNA	1309113	720	+	0.0001208976	222.0	EG11012-MONOMER	[]	[]	
EG11013	DNA topoisomerase I	topA	mRNA	1329072	2598	+	0.0001003701	180.0	EG11013-MONOMER	[]	[]	
EG11014	DNA topoisomerase III	topB	mRNA	1844984	1962	-	0.0000476425	138.0	EG11014-MONOMER	[]	[]	
EG11015	triose phosphate isomerase monomer	tpiA	mRNA	4109530	768	-	0.0003000362	168.0	TPI-MONOMER	[]	[]	
EG11016	predicted protamine-like protein	tpr	mRNA	1286411	102	-	0.0000024667	270.0	EG11016-MONOMER	[]	[]	
EG11017	periplasmic trehalase	treA	mRNA	1246599	1698	-	0.0000104939	216.0	TREHALAPERI-MONOMER	[]	[]	
EG11018	methyl accepting chemotaxis protein - ribose/galactose/glucose sensing	trg	mRNA	1490494	1641	+	0.0001446017	522.0	TRG-MONOMER	[]	[]	
EG11019	NAD-binding component of TrK potassium transporter	trkA	mRNA	3434540	1377	+	0.0000406488	174.0	TRKA-MONOMER	[]	[]	
EG11020	K<sup>+</sup> transporter TrkG	trkG	mRNA	1421806	1458	+	0.0000150496	360.0	TRKG-MONOMER	[]	[]	
EG11021	K<sup>+</sup> transporter TrkH	trkH	mRNA	4031168	1452	+	0.0000563037	344.81999999999999	TRKH-MONOMER	[]	[]	
EG11022	tRNA m<sup>5</sup>U54 methyltransferase	trmA	mRNA	4161293	1101	-	0.0000876708	330.0	EG11022-MONOMER	[]	[]	
EG11023	TrmD	trmD	mRNA	2743361	768	-	0.0027872293	366.0	EG11023-MONOMER	[]	[]	
EG11024	tryptophan synthase	trpA	mRNA	1315246	807	-	0.0001718228	344.81999999999999	TRYPSYN-APROTEIN	[]	[]	
EG11025	tryptophan synthase	trpB	mRNA	1316439	1194	-	0.0003085136	162.0	TRYPSYN-BPROTEIN	[]	[]	
EG11026	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	trpC	mRNA	1317809	1359	-	0.0001265526	132.0	PRAI-IGPS	[]	[]	
EG11027	anthranilate synthase component II	trpD	mRNA	1319408	1596	-	0.0001692044	114.0	ANTHRANSYNCOMPII-MONOMER	[]	[]	
EG11028	anthranilate synthase component I	trpE	mRNA	1320970	1563	-	0.0001257433	126.0	ANTHRANSYNCOMPI-MONOMER	[]	[]	
EG11029	TrpR	trpR	mRNA	4630783	327	+	0.0000955278	366.0	PD00423	[]	[]	
EG11030	tryptophanyl-tRNA synthetase	trpS	mRNA	3511660	1005	-	0.0000712926	344.81999999999999	TRPS-MONOMER	[]	[]	
EG11031	thioredoxin 1	trxA	mRNA	3963784	330	+	0.0006665513	168.0	RED-THIOREDOXIN-MONOMER	[]	[]	
EG11032	thioredoxin reductase monomer	trxB	mRNA	931273	966	-	0.0001890171	234.0	THIOREDOXIN-REDUCT-NADPH-MONOMER	[]	[]	
EG11033	protein chain elongation factor EF-Ts	tsf	mRNA	190857	852	+	0.0013974757	186.0	EG11033-MONOMER	[]	[]	
EG11034	methyl accepting chemotaxis protein - serine sensing	tsr	mRNA	4589680	1656	+	0.0005118351	510.0	TSR-MONOMER	[]	[]	
EG11035	nucleoside channel; receptor of phage T6 and colicin K	tsx	mRNA	431237	885	-	0.0002589170	245.99999999999997	EG11035-MONOMER	[]	[]	
EG11036	elongation factor Tu	tufA	mRNA	3469351	1185	-	0.0031080156	420.0	EG11036-MONOMER	[]	[]	
EG11037	elongation factor Tu	tufB	mRNA	4173967	1185	+	0.0030611419	491.99999999999994	EG11037-MONOMER	[]	[]	
EG11038	DNA-binding protein; inhibition of replication at Ter sites	tus	mRNA	1682283	930	+	0.0000137851	240.0	EG11038-MONOMER	[]	[]	
EG11039	TyrA	tyrA	mRNA	2738091	1122	-	0.0001100446	90.0	CHORISMUTPREPHENDEHYDROG-MONOMER	[]	[]	
EG11040	TyrB	tyrB	mRNA	4265137	1194	+	0.0001253774	462.0	TYRB-MONOMER	[]	[]	
EG11041	tyrosine:H<sup>+</sup> symporter TyrP	tyrP	mRNA	1987705	1212	+	0.0000396051	330.0	TYRP-MONOMER	[]	[]	
EG11042	TyrR DNA-binding transcriptional dual regulator	tyrR	mRNA	1384744	1542	+	0.0000559496	198.0	PD00413	[]	[]	
EG11043	tyrosyl-tRNA synthetase	tyrS	mRNA	1715246	1275	-	0.0001926505	120.0	TYRS-MONOMER	[]	[]	
EG11044	3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG	ubiX	mRNA	2426648	570	-	0.0000344357	336.0	UBIX-MONOMER	[]	[]	
EG11045	Udp	udp	mRNA	4014454	762	+	0.0000746596	714.0	URPHOS-MONOMER	[]	[]	
EG11046	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative membrane subunit	ugpA	mRNA	3588934	888	-	0.0000346987	264.0	UGPA-MONOMER	[]	[]	
EG11047	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative periplasmic binding protein	ugpB	mRNA	3590348	1317	-	0.0000461031	408.0	UGPB-MONOMER	[]	[]	
EG11048	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative ATP binding subunit	ugpC	mRNA	3587203	1071	-	0.0000355384	228.0	UGPC-MONOMER	[]	[]	
EG11049	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative membrane subunit	ugpE	mRNA	3588050	846	-	0.0000291584	336.0	UGPE-MONOMER	[]	[]	
